Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
7,1734545960635,18/12/2024 18:19:20,1734545960635,0,18/12/2024 18:19:20,202242,3,questionnaire-uigm,,42106770,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1734545960635,18/12/2024 18:19:20,1734545960635,0,18/12/2024 18:19:20,202242,3,questionnaire-uigm,,42106770,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1734545960636,18/12/2024 18:19:20,1734545960636,0,18/12/2024 18:19:20,202242,3,questionnaire-uigm,,42106770,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1734545960636,18/12/2024 18:19:20,1734545960636,0,18/12/2024 18:19:20,202242,3,questionnaire-uigm,,42106770,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1734545960636,18/12/2024 18:19:20,1734545960636,0,18/12/2024 18:19:20,202242,3,questionnaire-uigm,,42106770,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,22904,,,,
1,1734636374190,19/12/2024 19:26:14,1734607574190,-8,19/12/2024 03:26:14,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1734636399859,19/12/2024 19:26:39,1734607599859,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A public space with considerable background noise (such as a cafe).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1734636399859,19/12/2024 19:26:39,1734607599859,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,3,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1734636399859,19/12/2024 19:26:39,1734607599859,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1734636399859,19/12/2024 19:26:39,1734607599859,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1734636399860,19/12/2024 19:26:39,1734607599860,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1734636399860,19/12/2024 19:26:39,1734607599860,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1734636399860,19/12/2024 19:26:39,1734607599860,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1734636399860,19/12/2024 19:26:39,1734607599860,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1734636399860,19/12/2024 19:26:39,1734607599860,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1734636399862,19/12/2024 19:26:39,1734607599862,-8,19/12/2024 03:26:39,202242,3,questionnaire-uigm,,42129015,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,25610,,,,
1,1734910459860,22/12/2024 23:34:19,1734910459860,0,22/12/2024 23:34:19,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1734910476605,22/12/2024 23:34:36,1734910476605,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1734910476605,22/12/2024 23:34:36,1734910476605,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1734910476605,22/12/2024 23:34:36,1734910476605,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1734910476605,22/12/2024 23:34:36,1734910476605,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1734910476606,22/12/2024 23:34:36,1734910476606,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1734910476606,22/12/2024 23:34:36,1734910476606,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1734910476606,22/12/2024 23:34:36,1734910476606,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1734910476606,22/12/2024 23:34:36,1734910476606,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1734910476606,22/12/2024 23:34:36,1734910476606,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1734910476606,22/12/2024 23:34:36,1734910476606,0,22/12/2024 23:34:36,202242,3,questionnaire-uigm,,42169698,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,16718,,,,
1,1734921021896,23/12/2024 02:30:21,1734921021896,0,23/12/2024 02:30:21,202242,3,questionnaire-uigm,,42170184,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1734921032793,23/12/2024 02:30:32,1734921032793,0,23/12/2024 02:30:32,202242,3,questionnaire-uigm,,42170184,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1734921032793,23/12/2024 02:30:32,1734921032793,0,23/12/2024 02:30:32,202242,3,questionnaire-uigm,,42170184,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1734921032793,23/12/2024 02:30:32,1734921032793,0,23/12/2024 02:30:32,202242,3,questionnaire-uigm,,42170184,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1734921032793,23/12/2024 02:30:32,1734921032793,0,23/12/2024 02:30:32,202242,3,questionnaire-uigm,,42170184,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1734921032794,23/12/2024 02:30:32,1734921032794,0,23/12/2024 02:30:32,202242,3,questionnaire-uigm,,42170184,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1734921032794,23/12/2024 02:30:32,1734921032794,0,23/12/2024 02:30:32,202242,3,questionnaire-uigm,,42170184,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
