Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Randomise questionnaire elements?,Question Key,Response
1,1734969402212,23/12/2024 15:56:42,1734969402150,0,23/12/2024 15:56:42,202242,3,questionnaire-z11e,,42182918,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1734969406129,23/12/2024 15:56:46,1734969406097,0,23/12/2024 15:56:46,202242,3,questionnaire-z11e,,42182918,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3947
1,1735310665697,27/12/2024 14:44:25,1735310665557,0,27/12/2024 14:44:25,202242,3,questionnaire-z11e,,42207761,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735310696046,27/12/2024 14:44:56,1735310695942,0,27/12/2024 14:44:55,202242,3,questionnaire-z11e,,42207761,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,30385
1,1735484544488,29/12/2024 15:02:24,1735484709965,8,29/12/2024 23:05:09,202242,3,questionnaire-z11e,,42221078,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735484774147,29/12/2024 15:06:14,1735484938957,8,29/12/2024 23:08:58,202242,3,questionnaire-z11e,,42221078,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,228992
1,1735749770179,01/01/2025 16:42:50,1735749772691,0,01/01/2025 16:42:52,202242,3,questionnaire-z11e,,42241250,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735749814717,01/01/2025 16:43:34,1735749817307,0,01/01/2025 16:43:37,202242,3,questionnaire-z11e,,42241250,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,44617
1,1735752531394,01/01/2025 17:28:51,1735752573966,0,01/01/2025 17:29:33,202242,3,questionnaire-z11e,,42241987,BLIND,12333149,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735752534807,01/01/2025 17:28:54,1735752577394,0,01/01/2025 17:29:37,202242,3,questionnaire-z11e,,42241987,BLIND,12333149,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3428
1,1735826828828,02/01/2025 14:07:08,1735826828664,0,02/01/2025 14:07:08,202242,3,questionnaire-z11e,,42249012,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735826835779,02/01/2025 14:07:15,1735826835660,0,02/01/2025 14:07:15,202242,3,questionnaire-z11e,,42249012,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,6996
1,1736078599346,05/01/2025 12:03:19,1736078680213,0,05/01/2025 12:04:40,202242,3,questionnaire-z11e,,42280068,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736078614385,05/01/2025 12:03:34,1736078695263,0,05/01/2025 12:04:55,202242,3,questionnaire-z11e,,42280068,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,15050
1,1736274729175,07/01/2025 18:32:09,1736274729105,0,07/01/2025 18:32:09,202242,3,questionnaire-z11e,,42320780,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1325x771,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736274749682,07/01/2025 18:32:29,1736274749647,0,07/01/2025 18:32:29,202242,3,questionnaire-z11e,,42320780,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1455x839,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,20542
1,1736383745910,09/01/2025 00:49:05,1736383745782,0,09/01/2025 00:49:05,202242,3,questionnaire-z11e,,42353307,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736383749621,09/01/2025 00:49:09,1736383749525,0,09/01/2025 00:49:09,202242,3,questionnaire-z11e,,42353307,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3743
1,1736703140956,12/01/2025 17:32:20,1736703138699,0,12/01/2025 17:32:18,202242,3,questionnaire-z11e,,42429917,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736703149257,12/01/2025 17:32:29,1736703147078,0,12/01/2025 17:32:27,202242,3,questionnaire-z11e,,42429917,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1471x808,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,8379
1,1736704791977,12/01/2025 17:59:51,1736704789923,0,12/01/2025 17:59:49,202242,3,questionnaire-z11e,,42430230,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736704796909,12/01/2025 17:59:56,1736704794827,0,12/01/2025 17:59:54,202242,3,questionnaire-z11e,,42430230,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,4904
1,1736771933786,13/01/2025 12:38:53,1736771933651,0,13/01/2025 12:38:53,202242,3,questionnaire-z11e,,42440027,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736771956109,13/01/2025 12:39:16,1736771956008,0,13/01/2025 12:39:16,202242,3,questionnaire-z11e,,42440027,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,22357
1,1736773272898,13/01/2025 13:01:12,1736773272451,0,13/01/2025 13:01:12,202242,3,questionnaire-z11e,,42440965,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736773289667,13/01/2025 13:01:29,1736773289351,0,13/01/2025 13:01:29,202242,3,questionnaire-z11e,,42440965,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1062x979,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,16900
1,1736781882508,13/01/2025 15:24:42,1736781882455,0,13/01/2025 15:24:42,202242,3,questionnaire-z11e,,42446485,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736781885899,13/01/2025 15:24:45,1736781885870,0,13/01/2025 15:24:45,202242,3,questionnaire-z11e,,42446485,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3415
1,1736786737925,13/01/2025 16:45:37,1736786737816,0,13/01/2025 16:45:37,202242,3,questionnaire-z11e,,42448491,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736786804390,13/01/2025 16:46:44,1736786804326,0,13/01/2025 16:46:44,202242,3,questionnaire-z11e,,42448491,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,66510
1,1736810513718,13/01/2025 23:21:53,1736810513662,0,13/01/2025 23:21:53,202242,3,questionnaire-z11e,,42455594,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736810551706,13/01/2025 23:22:31,1736810551689,0,13/01/2025 23:22:31,202242,3,questionnaire-z11e,,42455594,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1423x777,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,38027
1,1736877390835,14/01/2025 17:56:30,1736877390065,0,14/01/2025 17:56:30,202242,3,questionnaire-z11e,,42473807,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736877393429,14/01/2025 17:56:33,1736877392697,0,14/01/2025 17:56:32,202242,3,questionnaire-z11e,,42473807,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1513x898,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,2632
1,1737396942494,20/01/2025 18:15:42,1737396942386,0,20/01/2025 18:15:42,202242,3,questionnaire-z11e,,42607190,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737396945764,20/01/2025 18:15:45,1737396945693,0,20/01/2025 18:15:45,202242,3,questionnaire-z11e,,42607190,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1695x989,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3308
1,1737739907220,24/01/2025 17:31:47,1737739907039,0,24/01/2025 17:31:47,202242,3,questionnaire-z11e,,42717191,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737739910388,24/01/2025 17:31:50,1737739910268,0,24/01/2025 17:31:50,202242,3,questionnaire-z11e,,42717191,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3229
1,1739047215659,08/02/2025 20:40:15,1739047215553,0,08/02/2025 20:40:15,202242,3,questionnaire-z11e,,43206123,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1739047267656,08/02/2025 20:41:07,1739047267601,0,08/02/2025 20:41:07,202242,3,questionnaire-z11e,,43206123,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,52048
1,1740449362959,25/02/2025 02:09:22,1740449362875,0,25/02/2025 02:09:22,202242,3,questionnaire-z11e,,43783495,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1536x695,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1740449458984,25/02/2025 02:10:58,1740449458945,0,25/02/2025 02:10:58,202242,3,questionnaire-z11e,,43783495,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,96070
1,1740729677799,28/02/2025 08:01:17,1740729677691,0,28/02/2025 08:01:17,202242,3,questionnaire-z11e,,43912891,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1740729698033,28/02/2025 08:01:38,1740729697971,0,28/02/2025 08:01:37,202242,3,questionnaire-z11e,,43912891,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,20280
END OF FILE
