Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Randomise questionnaire elements?,Question Key,Response,branch-s3b7,branch-wcx7,branch-spxp
11,1754560270834,07/08/2025 09:51,1754560269423,1,07/08/2025 10:51,233799,28,questionnaire-ja44,,48572236,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1521x703,,,,Consent form,5,selfreport_probe,No,END QUESTIONNAIRE,55732,Eligible,Voucher,Yes
1,1755088326891,13/08/2025 12:32,1755088326723,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher,Yes
2,1755088337239,13/08/2025 12:32,1755088337103,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent1,1,Eligible,Voucher,Yes
3,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent2,1,Eligible,Voucher,Yes
4,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent3,1,Eligible,Voucher,Yes
5,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent5,1,Eligible,Voucher,Yes
6,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent6,1,Eligible,Voucher,Yes
7,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent7,1,Eligible,Voucher,Yes
8,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent8,1,Eligible,Voucher,Yes
9,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent9,1,Eligible,Voucher,Yes
10,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,consent10,1,Eligible,Voucher,Yes
11,1755088337313,13/08/2025 12:32,1755088337104,1,13/08/2025 13:32,233799,28,questionnaire-ja44,,48676649,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,,Consent form,5,probe_selfreport,No,END QUESTIONNAIRE,10381,Eligible,Voucher,Yes
1,1755278184392,15/08/2025 17:16,1755278184287,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1912x954,,,,Consent form,5,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher,Yes
2,1755278193197,15/08/2025 17:16,1755278193086,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent1,1,Eligible,Voucher,Yes
3,1755278193245,15/08/2025 17:16,1755278193087,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent2,1,Eligible,Voucher,Yes
4,1755278193245,15/08/2025 17:16,1755278193087,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent3,1,Eligible,Voucher,Yes
5,1755278193245,15/08/2025 17:16,1755278193088,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent5,1,Eligible,Voucher,Yes
6,1755278193245,15/08/2025 17:16,1755278193088,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent6,1,Eligible,Voucher,Yes
7,1755278193245,15/08/2025 17:16,1755278193088,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent7,1,Eligible,Voucher,Yes
8,1755278193245,15/08/2025 17:16,1755278193088,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent8,1,Eligible,Voucher,Yes
9,1755278193245,15/08/2025 17:16,1755278193088,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent9,1,Eligible,Voucher,Yes
10,1755278193245,15/08/2025 17:16,1755278193088,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,consent10,1,Eligible,Voucher,Yes
11,1755278193245,15/08/2025 17:16,1755278193088,1,15/08/2025 18:16,233799,28,questionnaire-ja44,,48712390,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,Consent form,5,selfreport_probe,No,END QUESTIONNAIRE,8801,Eligible,Voucher,Yes
1,1755289499781,15/08/2025 20:24,1755289499456,1,15/08/2025 21:24,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher,Yes
2,1755289511607,15/08/2025 20:25,1755289511311,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent1,1,Eligible,Voucher,Yes
3,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent2,1,Eligible,Voucher,Yes
4,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent3,1,Eligible,Voucher,Yes
5,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent5,1,Eligible,Voucher,Yes
6,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent6,1,Eligible,Voucher,Yes
7,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent7,1,Eligible,Voucher,Yes
8,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent8,1,Eligible,Voucher,Yes
9,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent9,1,Eligible,Voucher,Yes
10,1755289511663,15/08/2025 20:25,1755289511312,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,consent10,1,Eligible,Voucher,Yes
11,1755289511663,15/08/2025 20:25,1755289511313,1,15/08/2025 21:25,233799,28,questionnaire-ja44,,48713459,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,Consent form,5,probe_selfreport,No,END QUESTIONNAIRE,11857,Eligible,Voucher,Yes
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
