Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1738439941157,01/02/2025 19:59:01,1738439941157,0,01/02/2025 19:59:01,201657,10,questionnaire-23s2,,42966988,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,3,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1738439941157,01/02/2025 19:59:01,1738439941157,0,01/02/2025 19:59:01,201657,10,questionnaire-23s2,,42966988,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Feedback,2,set2,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,some questions were more difficult than others and lead me to mind wander more ,,,fb_comment,4,object-4
13,1738439941157,01/02/2025 19:59:01,1738439941157,0,01/02/2025 19:59:01,201657,10,questionnaire-23s2,,42966988,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Feedback,2,set2,,,,,info,,END,51906,,,,
1,1738442154945,01/02/2025 20:35:54,1738442154945,0,01/02/2025 20:35:54,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,,,,,info,,BEGIN,,,,,
2,1738442278587,01/02/2025 20:37:58,1738442278587,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1738442278587,01/02/2025 20:37:58,1738442278587,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1738442278587,01/02/2025 20:37:58,1738442278587,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1738442278588,01/02/2025 20:37:58,1738442278588,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1738442278588,01/02/2025 20:37:58,1738442278588,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1738442278588,01/02/2025 20:37:58,1738442278588,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1738442278589,01/02/2025 20:37:58,1738442278589,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1738442278589,01/02/2025 20:37:58,1738442278589,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1738442278590,01/02/2025 20:37:58,1738442278590,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1738442278590,01/02/2025 20:37:58,1738442278590,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1738442278590,01/02/2025 20:37:58,1738442278590,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I tended to think about other things when the division questions popped up as that's my weak point in maths. Also, my mind seemed to wander near the end of each block rather than the beginning.",,,fb_comment,4,object-4
13,1738442278592,01/02/2025 20:37:58,1738442278592,0,01/02/2025 20:37:58,201657,10,questionnaire-23s2,,42967573,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,,,,,info,,END,123587,,,,
1,1738450591035,01/02/2025 22:56:31,1738450591035,0,01/02/2025 22:56:31,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,,,,,info,,BEGIN,,,,,
2,1738450625857,01/02/2025 22:57:05,1738450625857,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,Only for a specific question,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1738450625857,01/02/2025 22:57:05,1738450625857,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,3,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1738450625857,01/02/2025 22:57:05,1738450625857,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1738450625857,01/02/2025 22:57:05,1738450625857,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1738450625857,01/02/2025 22:57:05,1738450625857,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1738450625858,01/02/2025 22:57:05,1738450625858,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1738450625858,01/02/2025 22:57:05,1738450625858,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1738450625858,01/02/2025 22:57:05,1738450625858,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1738450625858,01/02/2025 22:57:05,1738450625858,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1738450625859,01/02/2025 22:57:05,1738450625859,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1738450625859,01/02/2025 22:57:05,1738450625859,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,4,object-4
13,1738450625859,01/02/2025 22:57:05,1738450625859,0,01/02/2025 22:57:05,201657,10,questionnaire-23s2,,42969223,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Feedback,2,set1,,,,,info,,END,34805,,,,
1,1738506895874,02/02/2025 14:34:55,1738506895874,0,02/02/2025 14:34:55,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,,,,,info,,BEGIN,,,,,
2,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet public space with minimal distraction (such as a library).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,2,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1738506913971,02/02/2025 14:35:13,1738506913971,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,4,object-4
13,1738506913972,02/02/2025 14:35:13,1738506913972,0,02/02/2025 14:35:13,201657,10,questionnaire-23s2,,42976054,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,0,Feedback,2,set2,,,,,info,,END,18073,,,,
1,1738599359179,03/02/2025 16:15:59,1738599359179,0,03/02/2025 16:15:59,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,,,,,info,,BEGIN,,,,,
2,1738599376937,03/02/2025 16:16:16,1738599376937,0,03/02/2025 16:16:16,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1738599376938,03/02/2025 16:16:16,1738599376938,0,03/02/2025 16:16:16,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1738599376940,03/02/2025 16:16:16,1738599376940,0,03/02/2025 16:16:16,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1738599376940,03/02/2025 16:16:16,1738599376940,0,03/02/2025 16:16:16,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1738599376940,03/02/2025 16:16:16,1738599376940,0,03/02/2025 16:16:16,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1738599376941,03/02/2025 16:16:16,1738599376941,0,03/02/2025 16:16:16,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1738599376941,03/02/2025 16:16:16,1738599376941,0,03/02/2025 16:16:16,201657,10,questionnaire-23s2,,43011526,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
