Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,checkpoint-1lbn,Randomise questionnaire elements?,Question Key,Response
3,1741086015381,04/03/2025 11:00:15,1741086015287,0,04/03/2025 11:00:15,210469,6,questionnaire-v6bd,,44037948,BLIND,12533307,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender,Man
4,1741086015381,04/03/2025 11:00:15,1741086015287,0,04/03/2025 11:00:15,210469,6,questionnaire-v6bd,,44037948,BLIND,12533307,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender-quantised,1
5,1741086015381,04/03/2025 11:00:15,1741086015287,0,04/03/2025 11:00:15,210469,6,questionnaire-v6bd,,44037948,BLIND,12533307,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender-text,
6,1741086015381,04/03/2025 11:00:15,1741086015287,0,04/03/2025 11:00:15,210469,6,questionnaire-v6bd,,44037948,BLIND,12533307,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,English,Yes
7,1741086015381,04/03/2025 11:00:15,1741086015287,0,04/03/2025 11:00:15,210469,6,questionnaire-v6bd,,44037948,BLIND,12533307,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,English-quantised,1
8,1741086015381,04/03/2025 11:00:15,1741086015287,0,04/03/2025 11:00:15,210469,6,questionnaire-v6bd,,44037948,BLIND,12533307,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,END QUESTIONNAIRE,14277
1,1741087158484,04/03/2025 11:19:18,1741087158387,0,04/03/2025 11:19:18,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741087167637,04/03/2025 11:19:27,1741087167552,0,04/03/2025 11:19:27,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,Age,21
3,1741087167710,04/03/2025 11:19:27,1741087167553,0,04/03/2025 11:19:27,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender,Man
4,1741087167710,04/03/2025 11:19:27,1741087167553,0,04/03/2025 11:19:27,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender-quantised,1
5,1741087167710,04/03/2025 11:19:27,1741087167553,0,04/03/2025 11:19:27,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender-text,
6,1741087167710,04/03/2025 11:19:27,1741087167553,0,04/03/2025 11:19:27,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,English,Yes
7,1741087167710,04/03/2025 11:19:27,1741087167553,0,04/03/2025 11:19:27,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,English-quantised,1
8,1741087167710,04/03/2025 11:19:27,1741087167553,0,04/03/2025 11:19:27,210469,6,questionnaire-v6bd,,44038774,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,END QUESTIONNAIRE,9166
1,1741097149004,04/03/2025 14:05:49,1741097148951,0,04/03/2025 14:05:48,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741097157970,04/03/2025 14:05:57,1741097157944,0,04/03/2025 14:05:57,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,Age,22
3,1741097158026,04/03/2025 14:05:58,1741097157944,0,04/03/2025 14:05:57,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender,Woman
4,1741097158026,04/03/2025 14:05:58,1741097157944,0,04/03/2025 14:05:57,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender-quantised,2
5,1741097158026,04/03/2025 14:05:58,1741097157944,0,04/03/2025 14:05:57,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender-text,
6,1741097158026,04/03/2025 14:05:58,1741097157945,0,04/03/2025 14:05:57,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,English,Yes
7,1741097158026,04/03/2025 14:05:58,1741097157945,0,04/03/2025 14:05:57,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,English-quantised,1
8,1741097158026,04/03/2025 14:05:58,1741097157945,0,04/03/2025 14:05:57,210469,6,questionnaire-v6bd,,44045977,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,END QUESTIONNAIRE,8994
1,1741097183484,04/03/2025 14:06:23,1741097183415,0,04/03/2025 14:06:23,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741097189805,04/03/2025 14:06:29,1741097189792,0,04/03/2025 14:06:29,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,Age,22
3,1741097189847,04/03/2025 14:06:29,1741097189793,0,04/03/2025 14:06:29,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender,Woman
4,1741097189847,04/03/2025 14:06:29,1741097189793,0,04/03/2025 14:06:29,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender-quantised,2
5,1741097189847,04/03/2025 14:06:29,1741097189793,0,04/03/2025 14:06:29,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender-text,
6,1741097189847,04/03/2025 14:06:29,1741097189793,0,04/03/2025 14:06:29,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,English,Yes
7,1741097189847,04/03/2025 14:06:29,1741097189793,0,04/03/2025 14:06:29,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,English-quantised,1
8,1741097189847,04/03/2025 14:06:29,1741097189793,0,04/03/2025 14:06:29,210469,6,questionnaire-v6bd,,44046008,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,END QUESTIONNAIRE,6378
1,1741266382380,06/03/2025 13:06:22,1741266382329,0,06/03/2025 13:06:22,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741266393376,06/03/2025 13:06:33,1741266393352,0,06/03/2025 13:06:33,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,Age,22
3,1741266393460,06/03/2025 13:06:33,1741266393353,0,06/03/2025 13:06:33,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender,Woman
4,1741266393460,06/03/2025 13:06:33,1741266393353,0,06/03/2025 13:06:33,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender-quantised,2
5,1741266393460,06/03/2025 13:06:33,1741266393353,0,06/03/2025 13:06:33,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender-text,
6,1741266393460,06/03/2025 13:06:33,1741266393353,0,06/03/2025 13:06:33,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,English,Yes
7,1741266393460,06/03/2025 13:06:33,1741266393353,0,06/03/2025 13:06:33,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,English-quantised,1
8,1741266393460,06/03/2025 13:06:33,1741266393353,0,06/03/2025 13:06:33,210469,6,questionnaire-v6bd,,44127776,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,END QUESTIONNAIRE,11024
1,1741357734508,07/03/2025 14:28:54,1741357734355,0,07/03/2025 14:28:54,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741357744010,07/03/2025 14:29:04,1741357743982,0,07/03/2025 14:29:03,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,Age,23
3,1741357744083,07/03/2025 14:29:04,1741357743983,0,07/03/2025 14:29:03,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,gender,Woman
4,1741357744083,07/03/2025 14:29:04,1741357743983,0,07/03/2025 14:29:03,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,gender-quantised,2
5,1741357744083,07/03/2025 14:29:04,1741357743983,0,07/03/2025 14:29:03,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,gender-text,
6,1741357744083,07/03/2025 14:29:04,1741357743983,0,07/03/2025 14:29:03,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,English,No
7,1741357744083,07/03/2025 14:29:04,1741357743983,0,07/03/2025 14:29:03,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,English-quantised,2
8,1741357744083,07/03/2025 14:29:04,1741357743983,0,07/03/2025 14:29:03,210469,6,questionnaire-v6bd,,44170267,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Digital B,Consent,,,Voucher,No,END QUESTIONNAIRE,9628
1,1741358189986,07/03/2025 14:36:29,1741358189916,0,07/03/2025 14:36:29,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741358197113,07/03/2025 14:36:37,1741358197072,0,07/03/2025 14:36:37,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,Age,21
3,1741358197166,07/03/2025 14:36:37,1741358197073,0,07/03/2025 14:36:37,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender,Woman
4,1741358197166,07/03/2025 14:36:37,1741358197073,0,07/03/2025 14:36:37,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender-quantised,2
5,1741358197166,07/03/2025 14:36:37,1741358197073,0,07/03/2025 14:36:37,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender-text,
6,1741358197166,07/03/2025 14:36:37,1741358197073,0,07/03/2025 14:36:37,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,English,Yes
7,1741358197166,07/03/2025 14:36:37,1741358197073,0,07/03/2025 14:36:37,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,English-quantised,1
8,1741358197166,07/03/2025 14:36:37,1741358197073,0,07/03/2025 14:36:37,210469,6,questionnaire-v6bd,,44170600,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,END QUESTIONNAIRE,7157
1,1741358780701,07/03/2025 14:46:20,1741358780640,0,07/03/2025 14:46:20,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741358796726,07/03/2025 14:46:36,1741358796710,0,07/03/2025 14:46:36,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,Age,22
3,1741358796774,07/03/2025 14:46:36,1741358796711,0,07/03/2025 14:46:36,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender,Woman
4,1741358796774,07/03/2025 14:46:36,1741358796711,0,07/03/2025 14:46:36,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender-quantised,2
5,1741358796774,07/03/2025 14:46:36,1741358796712,0,07/03/2025 14:46:36,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,gender-text,
6,1741358796774,07/03/2025 14:46:36,1741358796712,0,07/03/2025 14:46:36,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,English,No
7,1741358796774,07/03/2025 14:46:36,1741358796712,0,07/03/2025 14:46:36,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,English-quantised,2
8,1741358796774,07/03/2025 14:46:36,1741358796712,0,07/03/2025 14:46:36,210469,6,questionnaire-v6bd,,44171026,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical B,Consent,,,Voucher,No,END QUESTIONNAIRE,16072
1,1741358782229,07/03/2025 14:46:22,1741358782146,0,07/03/2025 14:46:22,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741358790473,07/03/2025 14:46:30,1741358790432,0,07/03/2025 14:46:30,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,Age,21
3,1741358790517,07/03/2025 14:46:30,1741358790433,0,07/03/2025 14:46:30,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender,Woman
4,1741358790517,07/03/2025 14:46:30,1741358790433,0,07/03/2025 14:46:30,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender-quantised,2
5,1741358790517,07/03/2025 14:46:30,1741358790433,0,07/03/2025 14:46:30,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,gender-text,
6,1741358790517,07/03/2025 14:46:30,1741358790433,0,07/03/2025 14:46:30,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,English,No
7,1741358790517,07/03/2025 14:46:30,1741358790433,0,07/03/2025 14:46:30,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,English-quantised,2
