Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,checkpoint-1lbn,Randomise questionnaire elements?,Question Key,Response
9,1741087157719,04/03/2025 11:19:17,1741087157538,0,04/03/2025 11:19:17,210469,6,questionnaire-b846,,44038732,BLIND,12533308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,END QUESTIONNAIRE,48872
1,1741097141513,04/03/2025 14:05:41,1741097141436,0,04/03/2025 14:05:41,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741097148254,04/03/2025 14:05:48,1741097148232,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent1,1
3,1741097148310,04/03/2025 14:05:48,1741097148233,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent2,1
4,1741097148310,04/03/2025 14:05:48,1741097148233,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent3,1
5,1741097148310,04/03/2025 14:05:48,1741097148233,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent4,1
6,1741097148310,04/03/2025 14:05:48,1741097148233,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent5,1
7,1741097148310,04/03/2025 14:05:48,1741097148233,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent6,1
8,1741097148310,04/03/2025 14:05:48,1741097148233,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent7,1
9,1741097148310,04/03/2025 14:05:48,1741097148233,0,04/03/2025 14:05:48,210469,6,questionnaire-b846,,44045974,BLIND,12533310,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,END QUESTIONNAIRE,6797
1,1741097177638,04/03/2025 14:06:17,1741097177581,0,04/03/2025 14:06:17,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741097182762,04/03/2025 14:06:22,1741097182753,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent1,1
3,1741097182813,04/03/2025 14:06:22,1741097182754,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent2,1
4,1741097182813,04/03/2025 14:06:22,1741097182754,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent3,1
5,1741097182813,04/03/2025 14:06:22,1741097182754,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent4,1
6,1741097182813,04/03/2025 14:06:22,1741097182754,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent5,1
7,1741097182813,04/03/2025 14:06:22,1741097182754,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent6,1
8,1741097182813,04/03/2025 14:06:22,1741097182754,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent7,1
9,1741097182813,04/03/2025 14:06:22,1741097182754,0,04/03/2025 14:06:22,210469,6,questionnaire-b846,,44046005,BLIND,12533309,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,END QUESTIONNAIRE,5173
1,1741266372259,06/03/2025 13:06:12,1741266372201,0,06/03/2025 13:06:12,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741266381643,06/03/2025 13:06:21,1741266381625,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent1,1
3,1741266381706,06/03/2025 13:06:21,1741266381626,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent2,1
4,1741266381706,06/03/2025 13:06:21,1741266381626,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent3,1
5,1741266381706,06/03/2025 13:06:21,1741266381626,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent4,1
6,1741266381706,06/03/2025 13:06:21,1741266381626,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent5,1
7,1741266381706,06/03/2025 13:06:21,1741266381626,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent6,1
8,1741266381706,06/03/2025 13:06:21,1741266381626,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent7,1
9,1741266381706,06/03/2025 13:06:21,1741266381626,0,06/03/2025 13:06:21,210469,6,questionnaire-b846,,44127766,BLIND,12533311,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,END QUESTIONNAIRE,9425
1,1741357725363,07/03/2025 14:28:45,1741357725228,0,07/03/2025 14:28:45,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741357733625,07/03/2025 14:28:53,1741357733599,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,consent1,1
3,1741357733721,07/03/2025 14:28:53,1741357733600,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,consent2,1
4,1741357733721,07/03/2025 14:28:53,1741357733600,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,consent3,1
5,1741357733721,07/03/2025 14:28:53,1741357733600,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,consent4,1
6,1741357733721,07/03/2025 14:28:53,1741357733600,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,consent5,1
7,1741357733721,07/03/2025 14:28:53,1741357733600,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,consent6,1
8,1741357733721,07/03/2025 14:28:53,1741357733601,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,consent7,1
9,1741357733721,07/03/2025 14:28:53,1741357733601,0,07/03/2025 14:28:53,210469,6,questionnaire-b846,,44170257,BLIND,12533312,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Digital B,Consent,,,Voucher,No,END QUESTIONNAIRE,8373
1,1741358176294,07/03/2025 14:36:16,1741358176248,0,07/03/2025 14:36:16,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741358188985,07/03/2025 14:36:28,1741358188953,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent1,1
3,1741358189031,07/03/2025 14:36:29,1741358188954,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent2,1
4,1741358189031,07/03/2025 14:36:29,1741358188954,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent3,1
5,1741358189031,07/03/2025 14:36:29,1741358188954,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent4,1
6,1741358189031,07/03/2025 14:36:29,1741358188954,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent5,1
7,1741358189031,07/03/2025 14:36:29,1741358188954,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent6,1
8,1741358189031,07/03/2025 14:36:29,1741358188954,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent7,1
9,1741358189031,07/03/2025 14:36:29,1741358188955,0,07/03/2025 14:36:28,210469,6,questionnaire-b846,,44170587,BLIND,12533313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,END QUESTIONNAIRE,12707
1,1741358771517,07/03/2025 14:46:11,1741358771427,0,07/03/2025 14:46:11,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741358781485,07/03/2025 14:46:21,1741358781458,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent1,1
3,1741358781532,07/03/2025 14:46:21,1741358781458,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent2,1
4,1741358781532,07/03/2025 14:46:21,1741358781458,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent3,1
5,1741358781532,07/03/2025 14:46:21,1741358781458,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent4,1
6,1741358781532,07/03/2025 14:46:21,1741358781459,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent5,1
7,1741358781532,07/03/2025 14:46:21,1741358781459,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent6,1
8,1741358781532,07/03/2025 14:46:21,1741358781459,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,consent7,1
9,1741358781532,07/03/2025 14:46:21,1741358781459,0,07/03/2025 14:46:21,210469,6,questionnaire-b846,,44171019,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Digital A,Consent,,,Voucher,No,END QUESTIONNAIRE,10032
1,1741358773944,07/03/2025 14:46:13,1741358773683,0,07/03/2025 14:46:13,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1741358779737,07/03/2025 14:46:19,1741358779719,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent1,1
3,1741358779793,07/03/2025 14:46:19,1741358779720,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent2,1
