Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Randomise questionnaire elements?,Question Key,Response
2,1741791795919,12/03/2025 15:03:15,1741791795877,0,12/03/2025 15:03:15,201675,16,questionnaire-leba,,44336502,BLIND,12533372,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Consent,,,Info sheet,4,Physical B,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,10775
1,1741799866969,12/03/2025 17:17:46,1741799866932,0,12/03/2025 17:17:46,201675,16,questionnaire-leba,,44343510,BLIND,12533375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Info sheet,4,Physical B,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741799875174,12/03/2025 17:17:55,1741799875155,0,12/03/2025 17:17:55,201675,16,questionnaire-leba,,44343510,BLIND,12533375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Consent,,,Info sheet,4,Physical B,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,8223
1,1741856614853,13/03/2025 09:03:34,1741856614796,0,13/03/2025 09:03:34,201675,16,questionnaire-leba,,44361229,BLIND,12533376,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Info sheet,4,Physical A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741856718615,13/03/2025 09:05:18,1741856718598,0,13/03/2025 09:05:18,201675,16,questionnaire-leba,,44361229,BLIND,12533376,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Consent,,,Info sheet,4,Physical A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,103802
1,1741857052579,13/03/2025 09:10:52,1741857052532,0,13/03/2025 09:10:52,201675,16,questionnaire-leba,,44361419,BLIND,12533377,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Info sheet,4,Digital A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741857133986,13/03/2025 09:12:13,1741857133990,0,13/03/2025 09:12:13,201675,16,questionnaire-leba,,44361419,BLIND,12533377,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Consent,,,Info sheet,4,Digital A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,81458
1,1741864651017,13/03/2025 11:17:31,1741864650994,0,13/03/2025 11:17:30,201675,16,questionnaire-leba,,44366228,BLIND,12533378,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Info sheet,4,Physical A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741864748709,13/03/2025 11:19:08,1741864748643,0,13/03/2025 11:19:08,201675,16,questionnaire-leba,,44366228,BLIND,12533378,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Consent,,,Info sheet,4,Physical A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,97649
1,1741868033376,13/03/2025 12:13:53,1741868032786,0,13/03/2025 12:13:52,201675,16,questionnaire-leba,,44368587,BLIND,12533379,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Info sheet,4,Digital B,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741868089709,13/03/2025 12:14:49,1741868089693,0,13/03/2025 12:14:49,201675,16,questionnaire-leba,,44368587,BLIND,12533379,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Consent,,,Info sheet,4,Digital B,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,56907
1,1741881926964,13/03/2025 16:05:26,1741881926909,0,13/03/2025 16:05:26,201675,16,questionnaire-leba,,44379856,BLIND,12533380,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Info sheet,4,Digital A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741881983468,13/03/2025 16:06:23,1741881983422,0,13/03/2025 16:06:23,201675,16,questionnaire-leba,,44379856,BLIND,12533380,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1897x954,Consent,,,Info sheet,4,Digital A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,56513
END OF FILE
