Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: blockType,Manipulation: Spreadsheet
16,1740737779907,28/02/2025 10:16:19,1740737779907,0,28/02/2025 10:16:19,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,2,probe_physical,Return to physical text,5jjhzp,2,continue,,15903.80000000223,15900.100000000006,15903.80000000223,15903.80000000223,15900.100000000006,15903.80000000223,1,15903.80000000223,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
17,1740737908435,28/02/2025 10:18:28,1740737908435,0,28/02/2025 10:18:28,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,128531.79999999999,128516.79999999999,128531.79999999999,128531.79999999999,128516.79999999999,128531.79999999999,1,128531.79999999999,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
18,1740737911723,28/02/2025 10:18:31,1740737911723,0,28/02/2025 10:18:31,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,1,comprehension,Comprehension questions,ers3wv,1,response,c,3302.800000000745,3300.0999999999767,3302.800000000745,3302.800000000745,3300.0999999999767,3302.800000000745,1,3302.800000000745,0,0,,Click Response,response C,4,object-68,comprehension,,,2,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,,
19,1740737929299,28/02/2025 10:18:49,1740737929299,0,28/02/2025 10:18:49,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,2,comprehension,Comprehension questions,ers3wv,1,response,d,17579.000000001513,17566.600000000035,17579.000000001513,17579.000000001513,17566.600000000035,17579.000000001513,1,17579.000000001513,0,0,,Click Response,response D,5,object-69,comprehension,,,2,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,,
20,1740737936715,28/02/2025 10:18:56,1740737936715,0,28/02/2025 10:18:56,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,3,comprehension,Comprehension questions,ers3wv,1,response,d,7428.2000000022235,7416.5,7428.2000000022235,7428.2000000022235,7416.5,7428.2000000022235,1,7428.2000000022235,0,0,,Click Response,response D,5,object-69,comprehension,,,2,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,,
21,1740737943460,28/02/2025 10:19:03,1740737943460,0,28/02/2025 10:19:03,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,4,comprehension,Comprehension questions,ers3wv,1,response,e,6755.9000000014785,6750.200000000012,6755.9000000014785,6755.9000000014785,6750.200000000012,6755.9000000014785,1,6755.9000000014785,0,0,,Click Response,response E,6,object-70,comprehension,,,2,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,,
22,1740737948339,28/02/2025 10:19:08,1740737948339,0,28/02/2025 10:19:08,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,1,passages,Sentences,3emlxf,1,response,space,4885.299999999232,4883.399999999965,4885.299999999232,4885.299999999232,4883.399999999965,4885.299999999232,1,4885.299999999232,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,,,Passage 4,,,,,,,,,,,,,,,,,
23,1740737995012,28/02/2025 10:19:55,1740737995012,0,28/02/2025 10:19:55,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,3,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,46674.3000000015,46666.70000000001,46674.3000000015,46674.3000000015,46666.70000000001,46674.3000000015,1,46674.3000000015,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
24,1740737996155,28/02/2025 10:19:56,1740737996155,0,28/02/2025 10:19:56,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,3,probe_physical,Return to physical text,5jjhzp,2,continue,,1151.5,1150,1151.5,1151.5,1150,1151.5,1,1151.5,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
25,1740738014468,28/02/2025 10:20:14,1740738014468,0,28/02/2025 10:20:14,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,4,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,18313.60000000149,18300.099999999977,18313.60000000149,18313.60000000149,18300.099999999977,18313.60000000149,1,18313.60000000149,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
26,1740738026507,28/02/2025 10:20:26,1740738026507,0,28/02/2025 10:20:26,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,4,probe_physical,Return to physical text,5jjhzp,2,continue,,12053.400000000023,12050,12053.400000000023,12053.400000000023,12050,12053.400000000023,1,12053.400000000023,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
27,1740738030491,28/02/2025 10:20:30,1740738030491,0,28/02/2025 10:20:30,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,5,probe_physical,Thought probe (physical),ucvclj,1,response,Unintentional,3987.099999999278,3983.100000000035,3987.099999999278,3987.099999999278,3983.100000000035,3987.099999999278,1,3987.099999999278,0,0,,Click Response,Unintentional,4,object-89,probe_physical,,,,,,,,,,,,,,,,,,,,,,
28,1740738031827,28/02/2025 10:20:31,1740738031827,0,28/02/2025 10:20:31,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,5,probe_physical,Return to physical text,5jjhzp,2,continue,,1340.2999999999884,1333.399999999965,1340.2999999999884,1340.2999999999884,1333.399999999965,1340.2999999999884,1,1340.2999999999884,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
29,1740738039228,28/02/2025 10:20:39,1740738039228,0,28/02/2025 10:20:39,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,6,probe_physical,Thought probe (physical),ucvclj,1,response,Unintentional,7407.400000000023,7400.100000000035,7407.400000000023,7407.400000000023,7400.100000000035,7407.400000000023,1,7407.400000000023,0,0,,Click Response,Unintentional,4,object-89,probe_physical,,,,,,,,,,,,,,,,,,,,,,
30,1740738040572,28/02/2025 10:20:40,1740738040572,0,28/02/2025 10:20:40,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,6,probe_physical,Return to physical text,5jjhzp,2,continue,,1351.2999999999884,1350,1351.2999999999884,1351.2999999999884,1350,1351.2999999999884,1,1351.2999999999884,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
31,1740738057875,28/02/2025 10:20:57,1740738057875,0,28/02/2025 10:20:57,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,2,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,17304.600000000733,17300.099999999977,17304.600000000733,17304.600000000733,17300.099999999977,17304.600000000733,1,17304.600000000733,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
32,1740738071861,28/02/2025 10:21:11,1740738071861,0,28/02/2025 10:21:11,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,5,comprehension,Comprehension questions,ers3wv,1,response,b,13990.000000000757,13983.299999999988,13990.000000000757,13990.000000000757,13983.299999999988,13990.000000000757,1,13990.000000000757,0,0,,Click Response,response B,3,object-67,comprehension,,,4,1,,,,,,One weather satellite was named,b,Latos,Tiros,Prometheus,Sonar,Satelos,,,,,,
33,1740738077187,28/02/2025 10:21:17,1740738077187,0,28/02/2025 10:21:17,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,6,comprehension,Comprehension questions,ers3wv,1,response,a,5333.299999999988,5316.700000000012,5333.299999999988,5333.299999999988,5316.700000000012,5333.299999999988,1,5333.299999999988,0,0,,Click Response,response B,3,object-67,comprehension,,,4,2,,,,,,One of the Mariners photographed how much of the surface of Mars?,a,One percent,Two percent,Three percent,Four percent,Five percent,,,,,,
34,1740738088756,28/02/2025 10:21:28,1740738088756,0,28/02/2025 10:21:28,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,7,comprehension,Comprehension questions,ers3wv,1,response,a,11585.399999999267,11583.400000000023,11585.399999999267,11585.399999999267,11583.400000000023,11585.399999999267,1,11585.399999999267,0,0,,Click Response,response B,3,object-67,comprehension,,,4,3,,,,,,Interest in Mars diminished largely because,a,no Martians were found,the TV coverage was poor,the photos were all black and white,nothing was brought back to earth,the media did not appreciate the accomplishment,,,,,,
35,1740738125236,28/02/2025 10:22:05,1740738125236,0,28/02/2025 10:22:05,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,8,comprehension,Comprehension questions,ers3wv,1,response,d,36481.40000000148,36466.600000000035,36481.40000000148,36481.40000000148,36466.600000000035,36481.40000000148,1,36481.40000000148,0,0,,Click Response,response E,6,object-70,comprehension,,,4,4,,,,,,Mention of the flat world was used to point out,d,the flatness of Mars,the lack of canals,the lack of seas,the lack of Martians,the lack of mountains,,,,,,
36,1740738134995,28/02/2025 10:22:14,1740738134995,0,28/02/2025 10:22:14,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,2,passages,Sentences,3emlxf,1,response,space,9774.500000000698,9766.899999999907,9774.500000000698,9774.500000000698,9766.899999999907,9774.500000000698,1,9774.500000000698,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,,,Passage 6,,,,,,,,,,,,,,,,,
37,1740738141876,28/02/2025 10:22:21,1740738141876,0,28/02/2025 10:22:21,201675,16,task-acau,,43915044,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical B,Consent,Over 17,English as 1st language,Physical B,Physical B,7,probe_physical,Thought probe (physical),ucvclj,1,response,Unintentional,6887.900000001537,6883.20000000007,6887.900000001537,6887.900000001537,6883.20000000007,6887.900000001537,1,6887.900000001537,0,0,,Click Response,Unintentional,4,object-89,probe_physical,,,,,,,,,,,,,,,,,,,,,,
