Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Randomise questionnaire elements?,Question Key,Response
3,1740737440766,28/02/2025 10:10:40,1740737440677,0,28/02/2025 10:10:40,201675,16,questionnaire-g99h,,43914973,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,gender,Woman
4,1740737440766,28/02/2025 10:10:40,1740737440677,0,28/02/2025 10:10:40,201675,16,questionnaire-g99h,,43914973,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,gender-quantised,2
5,1740737440766,28/02/2025 10:10:40,1740737440678,0,28/02/2025 10:10:40,201675,16,questionnaire-g99h,,43914973,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,gender-text,
6,1740737440766,28/02/2025 10:10:40,1740737440678,0,28/02/2025 10:10:40,201675,16,questionnaire-g99h,,43914973,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,English,Yes
7,1740737440766,28/02/2025 10:10:40,1740737440678,0,28/02/2025 10:10:40,201675,16,questionnaire-g99h,,43914973,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1740737440766,28/02/2025 10:10:40,1740737440678,0,28/02/2025 10:10:40,201675,16,questionnaire-g99h,,43914973,BLIND,12533359,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,8250
1,1740747681367,28/02/2025 13:01:21,1740747681297,0,28/02/2025 13:01:21,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1740747687723,28/02/2025 13:01:27,1740747687696,0,28/02/2025 13:01:27,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,Age,18
3,1740747687772,28/02/2025 13:01:27,1740747687697,0,28/02/2025 13:01:27,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender,Woman
4,1740747687772,28/02/2025 13:01:27,1740747687697,0,28/02/2025 13:01:27,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender-quantised,2
5,1740747687772,28/02/2025 13:01:27,1740747687697,0,28/02/2025 13:01:27,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender-text,
6,1740747687772,28/02/2025 13:01:27,1740747687697,0,28/02/2025 13:01:27,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,English,Yes
7,1740747687772,28/02/2025 13:01:27,1740747687697,0,28/02/2025 13:01:27,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1740747687772,28/02/2025 13:01:27,1740747687697,0,28/02/2025 13:01:27,201675,16,questionnaire-g99h,,43919802,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,6400
1,1741086183417,04/03/2025 11:03:03,1741086183336,0,04/03/2025 11:03:03,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741086194583,04/03/2025 11:03:14,1741086194556,0,04/03/2025 11:03:14,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,Age,18
3,1741086194642,04/03/2025 11:03:14,1741086194557,0,04/03/2025 11:03:14,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,gender,Woman
4,1741086194642,04/03/2025 11:03:14,1741086194557,0,04/03/2025 11:03:14,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,gender-quantised,2
5,1741086194642,04/03/2025 11:03:14,1741086194557,0,04/03/2025 11:03:14,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,gender-text,
6,1741086194642,04/03/2025 11:03:14,1741086194557,0,04/03/2025 11:03:14,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,English,Yes
7,1741086194642,04/03/2025 11:03:14,1741086194557,0,04/03/2025 11:03:14,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1741086194642,04/03/2025 11:03:14,1741086194557,0,04/03/2025 11:03:14,201675,16,questionnaire-g99h,,44038070,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,11221
1,1741096884731,04/03/2025 14:01:24,1741096884654,0,04/03/2025 14:01:24,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741096892113,04/03/2025 14:01:32,1741096892066,0,04/03/2025 14:01:32,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,Age,18
3,1741096892156,04/03/2025 14:01:32,1741096892067,0,04/03/2025 14:01:32,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,gender,Man
4,1741096892156,04/03/2025 14:01:32,1741096892067,0,04/03/2025 14:01:32,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,gender-quantised,1
5,1741096892156,04/03/2025 14:01:32,1741096892067,0,04/03/2025 14:01:32,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,gender-text,
6,1741096892156,04/03/2025 14:01:32,1741096892067,0,04/03/2025 14:01:32,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,English,Yes
7,1741096892156,04/03/2025 14:01:32,1741096892067,0,04/03/2025 14:01:32,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1741096892156,04/03/2025 14:01:32,1741096892067,0,04/03/2025 14:01:32,201675,16,questionnaire-g99h,,44045735,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,7413
1,1741096927623,04/03/2025 14:02:07,1741096927565,0,04/03/2025 14:02:07,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741096936661,04/03/2025 14:02:16,1741096936623,0,04/03/2025 14:02:16,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,Age,19
3,1741096936736,04/03/2025 14:02:16,1741096936624,0,04/03/2025 14:02:16,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender,Man
4,1741096936736,04/03/2025 14:02:16,1741096936624,0,04/03/2025 14:02:16,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender-quantised,1
5,1741096936736,04/03/2025 14:02:16,1741096936624,0,04/03/2025 14:02:16,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender-text,
6,1741096936736,04/03/2025 14:02:16,1741096936624,0,04/03/2025 14:02:16,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,English,Yes
7,1741096936736,04/03/2025 14:02:16,1741096936624,0,04/03/2025 14:02:16,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1741096936736,04/03/2025 14:02:16,1741096936624,0,04/03/2025 14:02:16,201675,16,questionnaire-g99h,,44045784,BLIND,12533362,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,9059
1,1741190653268,05/03/2025 16:04:13,1741190653202,0,05/03/2025 16:04:13,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741190664453,05/03/2025 16:04:24,1741190664434,0,05/03/2025 16:04:24,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,Age,19
3,1741190664502,05/03/2025 16:04:24,1741190664435,0,05/03/2025 16:04:24,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,gender,Woman
4,1741190664502,05/03/2025 16:04:24,1741190664435,0,05/03/2025 16:04:24,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,gender-quantised,2
5,1741190664502,05/03/2025 16:04:24,1741190664435,0,05/03/2025 16:04:24,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,gender-text,
6,1741190664502,05/03/2025 16:04:24,1741190664435,0,05/03/2025 16:04:24,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,English,Yes
7,1741190664502,05/03/2025 16:04:24,1741190664435,0,05/03/2025 16:04:24,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1741190664502,05/03/2025 16:04:24,1741190664435,0,05/03/2025 16:04:24,201675,16,questionnaire-g99h,,44093419,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Physical A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,11233
1,1741194349451,05/03/2025 17:05:49,1741194349404,0,05/03/2025 17:05:49,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741194359208,05/03/2025 17:05:59,1741194359201,0,05/03/2025 17:05:59,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,Age,19
3,1741194359275,05/03/2025 17:05:59,1741194359202,0,05/03/2025 17:05:59,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,gender,Man
4,1741194359275,05/03/2025 17:05:59,1741194359202,0,05/03/2025 17:05:59,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,gender-quantised,1
5,1741194359275,05/03/2025 17:05:59,1741194359202,0,05/03/2025 17:05:59,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,gender-text,
6,1741194359275,05/03/2025 17:05:59,1741194359203,0,05/03/2025 17:05:59,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,English,Yes
7,1741194359275,05/03/2025 17:05:59,1741194359203,0,05/03/2025 17:05:59,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1741194359275,05/03/2025 17:05:59,1741194359203,0,05/03/2025 17:05:59,201675,16,questionnaire-g99h,,44096496,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,,Demographics Questionnaire,5,Physical B,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,9799
1,1741267468380,06/03/2025 13:24:28,1741267468333,0,06/03/2025 13:24:28,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741267474225,06/03/2025 13:24:34,1741267474221,0,06/03/2025 13:24:34,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,Age,19
3,1741267474327,06/03/2025 13:24:34,1741267474222,0,06/03/2025 13:24:34,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,gender,Man
4,1741267474327,06/03/2025 13:24:34,1741267474222,0,06/03/2025 13:24:34,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,gender-quantised,1
5,1741267474327,06/03/2025 13:24:34,1741267474222,0,06/03/2025 13:24:34,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,gender-text,
6,1741267474327,06/03/2025 13:24:34,1741267474222,0,06/03/2025 13:24:34,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,English,Yes
7,1741267474327,06/03/2025 13:24:34,1741267474222,0,06/03/2025 13:24:34,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,English-quantised,1
8,1741267474327,06/03/2025 13:24:34,1741267474222,0,06/03/2025 13:24:34,201675,16,questionnaire-g99h,,44128565,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,929x917,Consent,,,Demographics Questionnaire,5,Digital A,Consent,Over 17,English as 1st language,No,END QUESTIONNAIRE,5889
1,1741348561802,07/03/2025 11:56:01,1741348561733,0,07/03/2025 11:56:01,201675,16,questionnaire-g99h,,44161199,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,BEGIN QUESTIONNAIRE,
2,1741348570380,07/03/2025 11:56:10,1741348570356,0,07/03/2025 11:56:10,201675,16,questionnaire-g99h,,44161199,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,Age,18
3,1741348570424,07/03/2025 11:56:10,1741348570357,0,07/03/2025 11:56:10,201675,16,questionnaire-g99h,,44161199,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender,Woman
4,1741348570424,07/03/2025 11:56:10,1741348570357,0,07/03/2025 11:56:10,201675,16,questionnaire-g99h,,44161199,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender-quantised,2
5,1741348570424,07/03/2025 11:56:10,1741348570357,0,07/03/2025 11:56:10,201675,16,questionnaire-g99h,,44161199,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,gender-text,
6,1741348570424,07/03/2025 11:56:10,1741348570358,0,07/03/2025 11:56:10,201675,16,questionnaire-g99h,,44161199,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,English,Yes
7,1741348570424,07/03/2025 11:56:10,1741348570358,0,07/03/2025 11:56:10,201675,16,questionnaire-g99h,,44161199,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,,Demographics Questionnaire,5,Digital B,Consent,Over 17,English as 1st language,No,English-quantised,1
