Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,Randomise questionnaire elements?,Question Key,Response
1,1707239928132,06/02/2024 17:18:48,1707239928235,0,06/02/2024 17:18:48,158033,3,questionnaire-km51,,34860105,BLIND,10304759,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x864,1488x755,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707239932610,06/02/2024 17:18:52,1707239932735,0,06/02/2024 17:18:52,158033,3,questionnaire-km51,,34860105,BLIND,10304759,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x864,1473x755,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,END QUESTIONNAIRE,4500
1,1707242275540,06/02/2024 17:57:55,1707242275827,0,06/02/2024 17:57:55,158033,3,questionnaire-km51,,34862222,BLIND,10305389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x551,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707242295164,06/02/2024 17:58:15,1707242295403,0,06/02/2024 17:58:15,158033,3,questionnaire-km51,,34862222,BLIND,10305389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1263x551,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,END QUESTIONNAIRE,19576
1,1707306938699,07/02/2024 11:55:38,1707306938579,0,07/02/2024 11:55:38,158033,3,questionnaire-km51,,34882178,BLIND,10312025,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x788,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707307940068,07/02/2024 12:12:20,1707307939838,0,07/02/2024 12:12:19,158033,3,questionnaire-km51,,34882178,BLIND,10312025,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x788,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,END QUESTIONNAIRE,1001259
1,1707318168406,07/02/2024 15:02:48,1707318171649,0,07/02/2024 15:02:51,158033,3,questionnaire-km51,,34889216,BLIND,10315399,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707318217735,07/02/2024 15:03:37,1707318220823,0,07/02/2024 15:03:40,158033,3,questionnaire-km51,,34889216,BLIND,10315399,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1217x606,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,END QUESTIONNAIRE,49174
1,1707413143142,08/02/2024 17:25:43,1707413143706,0,08/02/2024 17:25:43,158033,3,questionnaire-km51,,34938824,BLIND,10329929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x919,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707413167906,08/02/2024 17:26:07,1707413168527,0,08/02/2024 17:26:08,158033,3,questionnaire-km51,,34938824,BLIND,10329929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,END QUESTIONNAIRE,24821
1,1707486185534,09/02/2024 13:43:05,1707486185083,0,09/02/2024 13:43:05,158033,3,questionnaire-km51,,34967281,BLIND,10338458,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x864,1528x742,,,,Info sheet,6,set 1,dyslexia,,,,,Neurodiverse,,ACCEPT,No,BEGIN QUESTIONNAIRE,
2,1707486207057,09/02/2024 13:43:27,1707486206660,0,09/02/2024 13:43:26,158033,3,questionnaire-km51,,34967281,BLIND,10338458,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x864,1513x742,,,,Info sheet,6,set 1,dyslexia,,,,,Neurodiverse,,ACCEPT,No,END QUESTIONNAIRE,21577
1,1707823942857,13/02/2024 11:32:22,1707823942585,0,13/02/2024 11:32:22,158033,3,questionnaire-km51,,35086799,BLIND,10370428,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707824030889,13/02/2024 11:33:50,1707824030852,0,13/02/2024 11:33:50,158033,3,questionnaire-km51,,35086799,BLIND,10370428,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,END QUESTIONNAIRE,88267
1,1707830548531,13/02/2024 13:22:28,1707830548418,0,13/02/2024 13:22:28,158033,3,questionnaire-km51,,35093512,BLIND,10371946,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707830869618,13/02/2024 13:27:49,1707830869571,0,13/02/2024 13:27:49,158033,3,questionnaire-km51,,35093512,BLIND,10371946,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1217x598,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,END QUESTIONNAIRE,321153
1,1707833116074,13/02/2024 14:05:16,1707833116008,0,13/02/2024 14:05:16,158033,3,questionnaire-km51,,35095555,BLIND,10372650,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1324x678,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707833131655,13/02/2024 14:05:31,1707833131619,0,13/02/2024 14:05:31,158033,3,questionnaire-km51,,35095555,BLIND,10372650,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1440x900,1309x678,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,END QUESTIONNAIRE,15610
1,1707834295419,13/02/2024 14:24:55,1707834295365,0,13/02/2024 14:24:55,158033,3,questionnaire-km51,,35096454,BLIND,10372950,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x864,1488x742,,,,Info sheet,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,No,BEGIN QUESTIONNAIRE,
2,1707834341788,13/02/2024 14:25:41,1707834341791,0,13/02/2024 14:25:41,158033,3,questionnaire-km51,,35096454,BLIND,10372950,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x864,1473x742,,,,Info sheet,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,No,END QUESTIONNAIRE,46426
1,1707835171509,13/02/2024 14:39:31,1707835171442,0,13/02/2024 14:39:31,158033,3,questionnaire-km51,,35097167,BLIND,10373182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x1024,1528x910,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707835176347,13/02/2024 14:39:36,1707835176160,0,13/02/2024 14:39:36,158033,3,questionnaire-km51,,35097167,BLIND,10373182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1536x1024,1513x910,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,END QUESTIONNAIRE,4718
1,1707844531954,13/02/2024 17:15:31,1707844528185,0,13/02/2024 17:15:28,158033,3,questionnaire-km51,,35107874,BLIND,10375775,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Info sheet,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,No,BEGIN QUESTIONNAIRE,
2,1707844549862,13/02/2024 17:15:49,1707844546107,0,13/02/2024 17:15:46,158033,3,questionnaire-km51,,35107874,BLIND,10375775,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1263x585,,,,Info sheet,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,No,END QUESTIONNAIRE,17922
1,1707861540236,13/02/2024 21:59:00,1707861540164,0,13/02/2024 21:59:00,158033,3,questionnaire-km51,,35118289,BLIND,10378717,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2048x1152,1108x976,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707861543586,13/02/2024 21:59:03,1707861543572,0,13/02/2024 21:59:03,158033,3,questionnaire-km51,,35118289,BLIND,10378717,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2048x1152,1093x976,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,END QUESTIONNAIRE,3409
1,1707907042156,14/02/2024 10:37:22,1707907042343,0,14/02/2024 10:37:22,158033,3,questionnaire-km51,,35128952,BLIND,10381336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707907112630,14/02/2024 10:38:32,1707907091204,0,14/02/2024 10:38:11,158033,3,questionnaire-km51,,35128952,BLIND,10381336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,END QUESTIONNAIRE,48861
1,1707942145580,14/02/2024 20:22:25,1707942145418,0,14/02/2024 20:22:25,158033,3,questionnaire-km51,,35157794,BLIND,10389343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1707942355608,14/02/2024 20:25:55,1707942355475,0,14/02/2024 20:25:55,158033,3,questionnaire-km51,,35157794,BLIND,10389343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1217x598,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,No,END QUESTIONNAIRE,210057
1,1708094398195,16/02/2024 14:39:58,1708094398235,0,16/02/2024 14:39:58,158033,3,questionnaire-km51,,35227983,BLIND,10407557,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1872x924,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1708094539761,16/02/2024 14:42:19,1708094539841,0,16/02/2024 14:42:19,158033,3,questionnaire-km51,,35227983,BLIND,10407557,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1857x924,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,No,END QUESTIONNAIRE,141606
