Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Randomise questionnaire elements?,Question Key,Response
3,1703526299269,25/12/2023 17:44:59,1703526299152,0,25/12/2023 17:44:59,155541,10,questionnaire-fgdt,,33860339,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent2,1
4,1703526299269,25/12/2023 17:44:59,1703526299152,0,25/12/2023 17:44:59,155541,10,questionnaire-fgdt,,33860339,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent3,1
5,1703526299269,25/12/2023 17:44:59,1703526299152,0,25/12/2023 17:44:59,155541,10,questionnaire-fgdt,,33860339,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent5,1
6,1703526299269,25/12/2023 17:44:59,1703526299152,0,25/12/2023 17:44:59,155541,10,questionnaire-fgdt,,33860339,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent7,1
7,1703526299269,25/12/2023 17:44:59,1703526299152,0,25/12/2023 17:44:59,155541,10,questionnaire-fgdt,,33860339,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent6,1
8,1703526299269,25/12/2023 17:44:59,1703526299152,0,25/12/2023 17:44:59,155541,10,questionnaire-fgdt,,33860339,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,7857
1,1703536369660,25/12/2023 20:32:49,1703536369554,0,25/12/2023 20:32:49,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1703536376713,25/12/2023 20:32:56,1703536376645,0,25/12/2023 20:32:56,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent1,1
3,1703536376814,25/12/2023 20:32:56,1703536376647,0,25/12/2023 20:32:56,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent2,1
4,1703536376814,25/12/2023 20:32:56,1703536376647,0,25/12/2023 20:32:56,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent3,1
5,1703536376814,25/12/2023 20:32:56,1703536376647,0,25/12/2023 20:32:56,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent5,1
6,1703536376814,25/12/2023 20:32:56,1703536376647,0,25/12/2023 20:32:56,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent7,1
7,1703536376814,25/12/2023 20:32:56,1703536376647,0,25/12/2023 20:32:56,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent6,1
8,1703536376814,25/12/2023 20:32:56,1703536376647,0,25/12/2023 20:32:56,155541,10,questionnaire-fgdt,,33860704,BLIND,10015992,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1440x900,1440x820,,,,Consent form,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,7093
1,1703607049583,26/12/2023 16:10:49,1703607048370,0,26/12/2023 16:10:48,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1528x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703607108198,26/12/2023 16:11:48,1703607107017,0,26/12/2023 16:11:47,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent1,1
3,1703607108265,26/12/2023 16:11:48,1703607107020,0,26/12/2023 16:11:47,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent2,1
4,1703607108265,26/12/2023 16:11:48,1703607107020,0,26/12/2023 16:11:47,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent3,1
5,1703607108265,26/12/2023 16:11:48,1703607107020,0,26/12/2023 16:11:47,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent5,1
6,1703607108265,26/12/2023 16:11:48,1703607107021,0,26/12/2023 16:11:47,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent7,1
7,1703607108265,26/12/2023 16:11:48,1703607107021,0,26/12/2023 16:11:47,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent6,1
8,1703607108265,26/12/2023 16:11:48,1703607107021,0,26/12/2023 16:11:47,155541,10,questionnaire-fgdt,,33865726,BLIND,10017182,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,58651
1,1703484397830,25/12/2023 06:06:37,1703484399468,0,25/12/2023 06:06:39,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703484405575,25/12/2023 06:06:45,1703484407247,0,25/12/2023 06:06:47,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent1,1
3,1703484405630,25/12/2023 06:06:45,1703484407249,0,25/12/2023 06:06:47,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent2,1
4,1703484405630,25/12/2023 06:06:45,1703484407249,0,25/12/2023 06:06:47,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent3,1
5,1703484405630,25/12/2023 06:06:45,1703484407249,0,25/12/2023 06:06:47,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent5,1
6,1703484405630,25/12/2023 06:06:45,1703484407250,0,25/12/2023 06:06:47,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent7,1
7,1703484405630,25/12/2023 06:06:45,1703484407250,0,25/12/2023 06:06:47,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent6,1
8,1703484405630,25/12/2023 06:06:45,1703484407250,0,25/12/2023 06:06:47,155541,10,questionnaire-fgdt,,33858618,BLIND,10015335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,7782
1,1703307953609,23/12/2023 05:05:53,1703307953493,0,23/12/2023 05:05:53,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703307962169,23/12/2023 05:06:02,1703307962090,0,23/12/2023 05:06:02,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent1,1
3,1703307962220,23/12/2023 05:06:02,1703307962091,0,23/12/2023 05:06:02,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent2,1
4,1703307962220,23/12/2023 05:06:02,1703307962091,0,23/12/2023 05:06:02,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent3,1
5,1703307962220,23/12/2023 05:06:02,1703307962092,0,23/12/2023 05:06:02,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent5,1
6,1703307962220,23/12/2023 05:06:02,1703307962092,0,23/12/2023 05:06:02,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent7,1
7,1703307962220,23/12/2023 05:06:02,1703307962092,0,23/12/2023 05:06:02,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent6,1
8,1703307962220,23/12/2023 05:06:02,1703307962092,0,23/12/2023 05:06:02,155541,10,questionnaire-fgdt,,33849044,BLIND,10012318,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,8599
1,1703611840806,26/12/2023 17:30:40,1703611841383,0,26/12/2023 17:30:41,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1528x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703611852429,26/12/2023 17:30:52,1703611852753,0,26/12/2023 17:30:52,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent1,1
3,1703611852636,26/12/2023 17:30:52,1703611852754,0,26/12/2023 17:30:52,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent2,1
4,1703611852636,26/12/2023 17:30:52,1703611852754,0,26/12/2023 17:30:52,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent3,1
5,1703611852636,26/12/2023 17:30:52,1703611852754,0,26/12/2023 17:30:52,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent5,1
6,1703611852636,26/12/2023 17:30:52,1703611852754,0,26/12/2023 17:30:52,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent7,1
7,1703611852636,26/12/2023 17:30:52,1703611852754,0,26/12/2023 17:30:52,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent6,1
8,1703611852636,26/12/2023 17:30:52,1703611852754,0,26/12/2023 17:30:52,155541,10,questionnaire-fgdt,,33866313,BLIND,10017343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1513x742,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,11371
1,1703620142469,26/12/2023 19:49:02,1703620142908,0,26/12/2023 19:49:02,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1703620153387,26/12/2023 19:49:13,1703620153856,0,26/12/2023 19:49:13,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent1,1
3,1703620153479,26/12/2023 19:49:13,1703620153857,0,26/12/2023 19:49:13,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent2,1
4,1703620153479,26/12/2023 19:49:13,1703620153857,0,26/12/2023 19:49:13,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent3,1
5,1703620153479,26/12/2023 19:49:13,1703620153857,0,26/12/2023 19:49:13,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent5,1
6,1703620153479,26/12/2023 19:49:13,1703620153857,0,26/12/2023 19:49:13,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent7,1
7,1703620153479,26/12/2023 19:49:13,1703620153857,0,26/12/2023 19:49:13,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,consent6,1
8,1703620153479,26/12/2023 19:49:13,1703620153857,0,26/12/2023 19:49:13,155541,10,questionnaire-fgdt,,33866837,BLIND,10017506,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Consent form,6,set 2,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,10949
1,1703620406142,26/12/2023 19:53:26,1703620406047,0,26/12/2023 19:53:26,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703620432838,26/12/2023 19:53:52,1703620432725,0,26/12/2023 19:53:52,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent1,1
3,1703620432899,26/12/2023 19:53:52,1703620432727,0,26/12/2023 19:53:52,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent2,1
4,1703620432899,26/12/2023 19:53:52,1703620432727,0,26/12/2023 19:53:52,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent3,1
5,1703620432899,26/12/2023 19:53:52,1703620432727,0,26/12/2023 19:53:52,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent5,1
6,1703620432899,26/12/2023 19:53:52,1703620432727,0,26/12/2023 19:53:52,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent7,1
7,1703620432899,26/12/2023 19:53:52,1703620432727,0,26/12/2023 19:53:52,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,consent6,1
8,1703620432899,26/12/2023 19:53:52,1703620432727,0,26/12/2023 19:53:52,155541,10,questionnaire-fgdt,,33866858,BLIND,10017510,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 120.0.0.0,1440x900,1432x698,,,,Consent form,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,26680
1,1703665886522,27/12/2023 08:31:26,1703665886308,0,27/12/2023 08:31:26,155541,10,questionnaire-fgdt,,33869587,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703665898601,27/12/2023 08:31:38,1703665898447,0,27/12/2023 08:31:38,155541,10,questionnaire-fgdt,,33869587,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent1,1
3,1703665898697,27/12/2023 08:31:38,1703665898450,0,27/12/2023 08:31:38,155541,10,questionnaire-fgdt,,33869587,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent2,1
4,1703665898697,27/12/2023 08:31:38,1703665898450,0,27/12/2023 08:31:38,155541,10,questionnaire-fgdt,,33869587,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent3,1
5,1703665898697,27/12/2023 08:31:38,1703665898450,0,27/12/2023 08:31:38,155541,10,questionnaire-fgdt,,33869587,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent5,1
6,1703665898697,27/12/2023 08:31:38,1703665898450,0,27/12/2023 08:31:38,155541,10,questionnaire-fgdt,,33869587,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Consent form,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,consent7,1
