Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Randomise questionnaire elements?,Question Key,Response
4,1734544888257,18/12/2024 18:01:28,1734544888107,0,18/12/2024 18:01:28,202242,3,questionnaire-fbds,,42106291,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1734544888257,18/12/2024 18:01:28,1734544888107,0,18/12/2024 18:01:28,202242,3,questionnaire-fbds,,42106291,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1734544888257,18/12/2024 18:01:28,1734544888107,0,18/12/2024 18:01:28,202242,3,questionnaire-fbds,,42106291,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1734544888257,18/12/2024 18:01:28,1734544888107,0,18/12/2024 18:01:28,202242,3,questionnaire-fbds,,42106291,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1734544888257,18/12/2024 18:01:28,1734544888107,0,18/12/2024 18:01:28,202242,3,questionnaire-fbds,,42106291,BLIND,12295849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,6121
1,1734635231489,19/12/2024 19:07:11,1734635229187,-8,19/12/2024 11:07:09,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1734635238123,19/12/2024 19:07:18,1734635235397,-8,19/12/2024 11:07:15,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent1,1
3,1734635238217,19/12/2024 19:07:18,1734635235399,-8,19/12/2024 11:07:15,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent2,1
4,1734635238217,19/12/2024 19:07:18,1734635235399,-8,19/12/2024 11:07:15,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1734635238217,19/12/2024 19:07:18,1734635235399,-8,19/12/2024 11:07:15,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1734635238217,19/12/2024 19:07:18,1734635235399,-8,19/12/2024 11:07:15,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1734635238217,19/12/2024 19:07:18,1734635235399,-8,19/12/2024 11:07:15,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1734635238217,19/12/2024 19:07:18,1734635235399,-8,19/12/2024 11:07:15,202242,3,questionnaire-fbds,,42128860,BLIND,12304721,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1280x800,1280x720,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,6213
1,1734909526684,22/12/2024 23:18:46,1734909526599,0,22/12/2024 23:18:46,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1734909535275,22/12/2024 23:18:55,1734909535234,0,22/12/2024 23:18:55,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent1,1
3,1734909535337,22/12/2024 23:18:55,1734909535236,0,22/12/2024 23:18:55,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent2,1
4,1734909535337,22/12/2024 23:18:55,1734909535236,0,22/12/2024 23:18:55,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1734909535337,22/12/2024 23:18:55,1734909535236,0,22/12/2024 23:18:55,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1734909535337,22/12/2024 23:18:55,1734909535236,0,22/12/2024 23:18:55,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1734909535337,22/12/2024 23:18:55,1734909535236,0,22/12/2024 23:18:55,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1734909535337,22/12/2024 23:18:55,1734909535236,0,22/12/2024 23:18:55,202242,3,questionnaire-fbds,,42169631,BLIND,12314725,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,8637
1,1734920273502,23/12/2024 02:17:53,1734920273405,0,23/12/2024 02:17:53,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1734920278504,23/12/2024 02:17:58,1734920278340,0,23/12/2024 02:17:58,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent1,1
3,1734920278550,23/12/2024 02:17:58,1734920278341,0,23/12/2024 02:17:58,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent2,1
4,1734920278550,23/12/2024 02:17:58,1734920278341,0,23/12/2024 02:17:58,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1734920278550,23/12/2024 02:17:58,1734920278341,0,23/12/2024 02:17:58,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1734920278550,23/12/2024 02:17:58,1734920278341,0,23/12/2024 02:17:58,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1734920278550,23/12/2024 02:17:58,1734920278342,0,23/12/2024 02:17:58,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1734920278550,23/12/2024 02:17:58,1734920278342,0,23/12/2024 02:17:58,202242,3,questionnaire-fbds,,42170154,BLIND,12314886,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,4937
1,1734969406996,23/12/2024 15:56:46,1734969406872,0,23/12/2024 15:56:46,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1734969428014,23/12/2024 15:57:08,1734969427985,0,23/12/2024 15:57:07,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent1,1
3,1734969428094,23/12/2024 15:57:08,1734969427988,0,23/12/2024 15:57:07,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent2,1
4,1734969428094,23/12/2024 15:57:08,1734969427988,0,23/12/2024 15:57:07,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1734969428094,23/12/2024 15:57:08,1734969427988,0,23/12/2024 15:57:07,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1734969428094,23/12/2024 15:57:08,1734969427988,0,23/12/2024 15:57:07,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1734969428094,23/12/2024 15:57:08,1734969427988,0,23/12/2024 15:57:07,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1734969428094,23/12/2024 15:57:08,1734969427988,0,23/12/2024 15:57:07,202242,3,questionnaire-fbds,,42182921,BLIND,12317228,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1470x956,1470x840,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,21116
1,1735310696812,27/12/2024 14:44:56,1735310696656,0,27/12/2024 14:44:56,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735310705800,27/12/2024 14:45:05,1735310705675,0,27/12/2024 14:45:05,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent1,1
3,1735310705875,27/12/2024 14:45:05,1735310705678,0,27/12/2024 14:45:05,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent2,1
4,1735310705875,27/12/2024 14:45:05,1735310705678,0,27/12/2024 14:45:05,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1735310705875,27/12/2024 14:45:05,1735310705678,0,27/12/2024 14:45:05,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1735310705875,27/12/2024 14:45:05,1735310705678,0,27/12/2024 14:45:05,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1735310705875,27/12/2024 14:45:05,1735310705678,0,27/12/2024 14:45:05,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1735310705875,27/12/2024 14:45:05,1735310705678,0,27/12/2024 14:45:05,202242,3,questionnaire-fbds,,42207765,BLIND,12323320,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,1470x956,1470x816,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,9022
1,1735484777336,29/12/2024 15:06:17,1735484942817,8,29/12/2024 23:09:02,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735484783291,29/12/2024 15:06:23,1735484948804,8,29/12/2024 23:09:08,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent1,1
3,1735484783568,29/12/2024 15:06:23,1735484948806,8,29/12/2024 23:09:08,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent2,1
4,1735484783568,29/12/2024 15:06:23,1735484948806,8,29/12/2024 23:09:08,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1735484783568,29/12/2024 15:06:23,1735484948806,8,29/12/2024 23:09:08,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1735484783568,29/12/2024 15:06:23,1735484948806,8,29/12/2024 23:09:08,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1735484783568,29/12/2024 15:06:23,1735484948806,8,29/12/2024 23:09:08,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1735484783568,29/12/2024 15:06:23,1735484948806,8,29/12/2024 23:09:08,202242,3,questionnaire-fbds,,42221101,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,5989
1,1735749816021,01/01/2025 16:43:36,1735749818556,0,01/01/2025 16:43:38,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735749823323,01/01/2025 16:43:43,1735749825909,0,01/01/2025 16:43:45,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent1,1
3,1735749823581,01/01/2025 16:43:43,1735749825911,0,01/01/2025 16:43:45,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent2,1
4,1735749823581,01/01/2025 16:43:43,1735749825911,0,01/01/2025 16:43:45,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent3,1
5,1735749823581,01/01/2025 16:43:43,1735749825912,0,01/01/2025 16:43:45,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent5,1
6,1735749823581,01/01/2025 16:43:43,1735749825912,0,01/01/2025 16:43:45,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent7,1
7,1735749823581,01/01/2025 16:43:43,1735749825912,0,01/01/2025 16:43:45,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,consent6,1
8,1735749823581,01/01/2025 16:43:43,1735749825912,0,01/01/2025 16:43:45,202242,3,questionnaire-fbds,,42241268,BLIND,12332993,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Consent form: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,7356
