Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
9,1720005790886,03/07/2024 11:23:10,1720009390886,1,03/07/2024 13:23:10,179131,14,questionnaire-9jfu,,38723331,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1232x876,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1720005790887,03/07/2024 11:23:10,1720009390887,1,03/07/2024 13:23:10,179131,14,questionnaire-9jfu,,38723331,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1232x876,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,It was increasingly difficult to focus because all the pages looked the same.  ,,,fb_comment,3,object-4
11,1720005790887,03/07/2024 11:23:10,1720009390887,1,03/07/2024 13:23:10,179131,14,questionnaire-9jfu,,38723331,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1232x876,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1720005918108,03/07/2024 11:25:18,1720009518108,1,03/07/2024 13:25:18,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1720006057302,03/07/2024 11:27:37,1720009657302,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,__other,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1720006057302,03/07/2024 11:27:37,1720009657302,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,4,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1720006057302,03/07/2024 11:27:37,1720009657302,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,other,"fairly large office, but with only a couple of other people and relatively quiet",,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
5,1720006057302,03/07/2024 11:27:37,1720009657302,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1720006057302,03/07/2024 11:27:37,1720009657302,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1720006057303,03/07/2024 11:27:37,1720009657303,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1720006057303,03/07/2024 11:27:37,1720009657303,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1720006057303,03/07/2024 11:27:37,1720009657303,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1720006057303,03/07/2024 11:27:37,1720009657303,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
11,1720006057304,03/07/2024 11:27:37,1720009657304,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I found the second part really interesting as my husband has diagnosed OCD and I could see how he would answer them if he was being honest, but how he would answer them in order to cover up his OCD

Personally I found the first part quite tedious, but that's because I wasn't interested it the content of the item and therefore felt my attention wandering intentionally",,,fb_comment,3,object-4
12,1720006057304,03/07/2024 11:27:37,1720009657304,1,03/07/2024 13:27:37,179131,14,questionnaire-9jfu,,38723437,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1720127414647,04/07/2024 21:10:14,1720131014647,1,04/07/2024 23:10:14,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1720127503802,04/07/2024 21:11:43,1720131103802,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,__other,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1720127503803,04/07/2024 21:11:43,1720131103803,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,4,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1720127503805,04/07/2024 21:11:43,1720131103805,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,other,Room with Tv,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
5,1720127503807,04/07/2024 21:11:43,1720131103807,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1720127503808,04/07/2024 21:11:43,1720131103808,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1720127503810,04/07/2024 21:11:43,1720131103810,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1720127503811,04/07/2024 21:11:43,1720131103811,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1720127503813,04/07/2024 21:11:43,1720131103813,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1720127503814,04/07/2024 21:11:43,1720131103814,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
11,1720127503816,04/07/2024 21:11:43,1720131103816,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,I was waiting to watch the election results so was distracted however i tried to maintain on the task.,,,fb_comment,3,object-4
12,1720127503818,04/07/2024 21:11:43,1720131103818,1,04/07/2024 23:11:43,179131,14,questionnaire-9jfu,,38761558,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1720182952622,05/07/2024 12:35:52,1720186552622,1,05/07/2024 14:35:52,179131,14,questionnaire-9jfu,,38770900,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1720182964949,05/07/2024 12:36:04,1720186564949,1,05/07/2024 14:36:04,179131,14,questionnaire-9jfu,,38770900,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1720182964950,05/07/2024 12:36:04,1720186564950,1,05/07/2024 14:36:04,179131,14,questionnaire-9jfu,,38770900,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1720182964950,05/07/2024 12:36:04,1720186564950,1,05/07/2024 14:36:04,179131,14,questionnaire-9jfu,,38770900,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1720182964951,05/07/2024 12:36:04,1720186564951,1,05/07/2024 14:36:04,179131,14,questionnaire-9jfu,,38770900,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1720182964951,05/07/2024 12:36:04,1720186564951,1,05/07/2024 14:36:04,179131,14,questionnaire-9jfu,,38770900,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
