Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Randomise questionnaire elements?,Question Key,Response
1,1737048976878,16/01/2025 17:36:16,1737048986045,0,16/01/2025 17:36:26,195194,10,questionnaire-wl1m,,42527814,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737048982316,16/01/2025 17:36:22,1737048991530,0,16/01/2025 17:36:31,195194,10,questionnaire-wl1m,,42527814,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1864x936,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,5485
1,1737066736563,16/01/2025 22:32:16,1737066737368,0,16/01/2025 22:32:17,195194,10,questionnaire-wl1m,,42533503,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737066741516,16/01/2025 22:32:21,1737066742364,0,16/01/2025 22:32:22,195194,10,questionnaire-wl1m,,42533503,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1508x890,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,4996
1,1737237924126,18/01/2025 22:05:24,1737237924208,0,18/01/2025 22:05:24,195194,10,questionnaire-wl1m,,42574171,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737237941472,18/01/2025 22:05:41,1737237941592,0,18/01/2025 22:05:41,195194,10,questionnaire-wl1m,,42574171,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1513x738,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,17384
1,1737304692029,19/01/2025 16:38:12,1737304689807,0,19/01/2025 16:38:09,195194,10,questionnaire-wl1m,,42582933,BLIND,12421443,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1481x900,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737304695984,19/01/2025 16:38:15,1737304693788,0,19/01/2025 16:38:13,195194,10,questionnaire-wl1m,,42582933,BLIND,12421443,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1466x900,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3981
1,1737308186713,19/01/2025 17:36:26,1737308188204,0,19/01/2025 17:36:28,195194,10,questionnaire-wl1m,,42584387,BLIND,12421724,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737308189474,19/01/2025 17:36:29,1737308191016,0,19/01/2025 17:36:31,195194,10,questionnaire-wl1m,,42584387,BLIND,12421724,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x945,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,2813
1,1737341639741,20/01/2025 02:53:59,1737341639531,0,20/01/2025 02:53:59,195194,10,questionnaire-wl1m,,42591177,BLIND,12423332,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1440x900,1440x820,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737341645107,20/01/2025 02:54:05,1737341644914,0,20/01/2025 02:54:04,195194,10,questionnaire-wl1m,,42591177,BLIND,12423332,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1440x900,1440x820,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,5383
1,1737387860035,20/01/2025 15:44:20,1737387860447,0,20/01/2025 15:44:20,195194,10,questionnaire-wl1m,,42603653,BLIND,12427410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737387864284,20/01/2025 15:44:24,1737387864732,0,20/01/2025 15:44:24,195194,10,questionnaire-wl1m,,42603653,BLIND,12427410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,4285
1,1737724364757,24/01/2025 13:12:44,1737724362942,0,24/01/2025 13:12:42,195194,10,questionnaire-wl1m,,42708150,BLIND,12457432,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x1024,1528x898,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737724373363,24/01/2025 13:12:53,1737724371600,0,24/01/2025 13:12:51,195194,10,questionnaire-wl1m,,42708150,BLIND,12457432,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x1024,1513x898,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,8658
1,1737900763994,26/01/2025 14:12:43,1737900763021,0,26/01/2025 14:12:43,195194,10,questionnaire-wl1m,,42745378,BLIND,12467385,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x561,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737900770103,26/01/2025 14:12:50,1737900769189,0,26/01/2025 14:12:49,195194,10,questionnaire-wl1m,,42745378,BLIND,12467385,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x561,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,6173
1,1738154690251,29/01/2025 12:44:50,1738154690609,0,29/01/2025 12:44:50,195194,10,questionnaire-wl1m,,42834118,BLIND,12491167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x551,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1738154694409,29/01/2025 12:44:54,1738154694779,0,29/01/2025 12:44:54,195194,10,questionnaire-wl1m,,42834118,BLIND,12491167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x551,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,4170
1,1737311689514,19/01/2025 18:34:49,1737311689410,0,19/01/2025 18:34:49,195194,10,questionnaire-wl1m,,42585519,BLIND,12421982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1470x956,1229x867,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737311692341,19/01/2025 18:34:52,1737311692259,0,19/01/2025 18:34:52,195194,10,questionnaire-wl1m,,42585519,BLIND,12421982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1470x956,1214x867,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,2849
1,1735417493505,28/12/2024 20:24:53,1735417493414,0,28/12/2024 20:24:53,195194,10,questionnaire-wl1m,,42216092,BLIND,12325443,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735417496340,28/12/2024 20:24:56,1735417496302,0,28/12/2024 20:24:56,195194,10,questionnaire-wl1m,,42216092,BLIND,12325443,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,2888
1,1734698055375,20/12/2024 12:34:15,1734698056009,0,20/12/2024 12:34:16,195194,10,questionnaire-wl1m,,42139454,BLIND,12307361,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1734698108582,20/12/2024 12:35:08,1734698109256,0,20/12/2024 12:35:09,195194,10,questionnaire-wl1m,,42139454,BLIND,12307361,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x695,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,53248
1,1733190105398,03/12/2024 01:41:45,1733190105300,0,03/12/2024 01:41:45,195194,10,questionnaire-wl1m,,41761510,BLIND,12192778,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x713,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1733190122561,03/12/2024 01:42:02,1733190122493,0,03/12/2024 01:42:02,195194,10,questionnaire-wl1m,,41761510,BLIND,12192778,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x713,Study,,,Debrief sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,17193
END OF FILE
