Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Randomise questionnaire elements?,Question Key,Response,randomiser-mq2e,branch-s3b7,branch-dgjt
2,1753388395754,24/07/2025 20:19,1753388395948,1,24/07/2025 21:19,234742,9,questionnaire-gmam,,48296335,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1257x564,,,,Debrief sheet,5,No,END QUESTIONNAIRE,4267,selfreport_probe,Eligible,Voucher
1,1753433586602,25/07/2025 08:53,1753433587579,1,25/07/2025 09:53,234742,9,questionnaire-gmam,,48303769,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753433592013,25/07/2025 08:53,1753433593026,1,25/07/2025 09:53,234742,9,questionnaire-gmam,,48303769,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1521x730,,,,Debrief sheet,5,No,END QUESTIONNAIRE,5447,probe_selfreport,Eligible,Voucher
1,1753459141834,25/07/2025 15:59,1753459141698,1,25/07/2025 16:59,234742,9,questionnaire-gmam,,48314689,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753459208152,25/07/2025 16:00,1753459207918,1,25/07/2025 17:00,234742,9,questionnaire-gmam,,48314689,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,,Debrief sheet,5,No,END QUESTIONNAIRE,66220,probe_selfreport,Eligible,Voucher
1,1753468653091,25/07/2025 18:37,1753468652983,1,25/07/2025 19:37,234742,9,questionnaire-gmam,,48317095,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753468658901,25/07/2025 18:37,1753468658730,1,25/07/2025 19:37,234742,9,questionnaire-gmam,,48317095,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1425x812,,,,Debrief sheet,5,No,END QUESTIONNAIRE,5747,selfreport_probe,Eligible,Voucher
1,1753476434902,25/07/2025 20:47,1753476434830,1,25/07/2025 21:47,234742,9,questionnaire-gmam,,48318806,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753476571656,25/07/2025 20:49,1753476571384,1,25/07/2025 21:49,234742,9,questionnaire-gmam,,48318806,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,Debrief sheet,5,No,END QUESTIONNAIRE,136554,probe_selfreport,Eligible,Voucher
1,1753548508682,26/07/2025 16:48,1753548509386,1,26/07/2025 17:48,234742,9,questionnaire-gmam,,48326594,BLINDED,13878596,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753548521869,26/07/2025 16:48,1753548522617,1,26/07/2025 17:48,234742,9,questionnaire-gmam,,48326594,BLINDED,13878596,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1513x708,,,,Debrief sheet,5,No,END QUESTIONNAIRE,13231,selfreport_probe,Eligible,Voucher
1,1753550795714,26/07/2025 17:26,1753550794588,1,26/07/2025 18:26,234742,9,questionnaire-gmam,,48326838,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753550868011,26/07/2025 17:27,1753550866825,1,26/07/2025 18:27,234742,9,questionnaire-gmam,,48326838,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,Debrief sheet,5,No,END QUESTIONNAIRE,72237,probe_selfreport,Eligible,Voucher
1,1753628560238,27/07/2025 15:02,1753628565623,1,27/07/2025 16:02,234742,9,questionnaire-gmam,,48335961,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x639,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753628565037,27/07/2025 15:02,1753628570475,1,27/07/2025 16:02,234742,9,questionnaire-gmam,,48335961,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x639,,,,Debrief sheet,5,No,END QUESTIONNAIRE,4852,probe_selfreport,Eligible,Voucher
1,1753674486876,28/07/2025 03:48,1753674486431,1,28/07/2025 04:48,234742,9,questionnaire-gmam,,48340568,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x898,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753674500556,28/07/2025 03:48,1753674500105,1,28/07/2025 04:48,234742,9,questionnaire-gmam,,48340568,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1692x898,,,,Debrief sheet,5,No,END QUESTIONNAIRE,13674,selfreport_probe,Eligible,Voucher
1,1753702867280,28/07/2025 11:41,1753702870910,1,28/07/2025 12:41,234742,9,questionnaire-gmam,,48347986,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753702873519,28/07/2025 11:41,1753702877176,1,28/07/2025 12:41,234742,9,questionnaire-gmam,,48347986,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1513x708,,,,Debrief sheet,5,No,END QUESTIONNAIRE,6266,selfreport_probe,Eligible,Voucher
1,1753706710044,28/07/2025 12:45,1753706709931,2,28/07/2025 14:45,234742,9,questionnaire-gmam,,48349423,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753706712920,28/07/2025 12:45,1753706712832,2,28/07/2025 14:45,234742,9,questionnaire-gmam,,48349423,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,,Debrief sheet,5,No,END QUESTIONNAIRE,2901,probe_selfreport,Eligible,Voucher
1,1753709138401,28/07/2025 13:25,1753709138412,1,28/07/2025 14:25,234742,9,questionnaire-gmam,,48350222,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753709146827,28/07/2025 13:25,1753709146891,1,28/07/2025 14:25,234742,9,questionnaire-gmam,,48350222,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1905x953,,,,Debrief sheet,5,No,END QUESTIONNAIRE,8479,selfreport_probe,Eligible,Voucher
1,1753712239273,28/07/2025 14:17,1753712238402,1,28/07/2025 15:17,234742,9,questionnaire-gmam,,48351095,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x911,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753712256572,28/07/2025 14:17,1753712255727,1,28/07/2025 15:17,234742,9,questionnaire-gmam,,48351095,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1905x911,,,,Debrief sheet,5,No,END QUESTIONNAIRE,17325,selfreport_probe,Eligible,Voucher
1,1753712193607,28/07/2025 14:16,1753712193446,1,28/07/2025 15:16,234742,9,questionnaire-gmam,,48351079,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753712244660,28/07/2025 14:17,1753712244527,1,28/07/2025 15:17,234742,9,questionnaire-gmam,,48351079,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,,Debrief sheet,5,No,END QUESTIONNAIRE,51081,probe_selfreport,Eligible,Voucher
1,1753738569116,28/07/2025 21:36,1753738567081,1,28/07/2025 22:36,234742,9,questionnaire-gmam,,48362295,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1496x877,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753738589717,28/07/2025 21:36,1753738587747,1,28/07/2025 22:36,234742,9,questionnaire-gmam,,48362295,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1481x877,,,,Debrief sheet,5,No,END QUESTIONNAIRE,20666,probe_selfreport,Eligible,Voucher
1,1753811008337,29/07/2025 17:43,1753811008210,1,29/07/2025 18:43,234742,9,questionnaire-gmam,,48406969,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753811051906,29/07/2025 17:44,1753811021815,1,29/07/2025 18:43,234742,9,questionnaire-gmam,,48406969,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,,Debrief sheet,5,No,END QUESTIONNAIRE,13605,selfreport_probe,Eligible,Voucher
1,1753894474272,30/07/2025 16:54,1753894473752,1,30/07/2025 17:54,234742,9,questionnaire-gmam,,48442954,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753894479728,30/07/2025 16:54,1753894479249,1,30/07/2025 17:54,234742,9,questionnaire-gmam,,48442954,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,,Debrief sheet,5,No,END QUESTIONNAIRE,5497,selfreport_probe,Eligible,Voucher
1,1753895313774,30/07/2025 17:08,1753895330838,-7,30/07/2025 10:08,234742,9,questionnaire-gmam,,48443458,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1958x1101,1958x922,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753895318396,30/07/2025 17:08,1753895335507,-7,30/07/2025 10:08,234742,9,questionnaire-gmam,,48443458,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1958x1101,1934x922,,,,Debrief sheet,5,No,END QUESTIONNAIRE,4669,probe_selfreport,Eligible,Voucher
1,1753897622260,30/07/2025 17:47,1753897618250,1,30/07/2025 18:46,234742,9,questionnaire-gmam,,48444737,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753897629995,30/07/2025 17:47,1753897626037,1,30/07/2025 18:47,234742,9,questionnaire-gmam,,48444737,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1905x945,,,,Debrief sheet,5,No,END QUESTIONNAIRE,7788,selfreport_probe,Eligible,Voucher
1,1753899721754,30/07/2025 18:22,1753899722606,1,30/07/2025 19:22,234742,9,questionnaire-gmam,,48445484,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753899744214,30/07/2025 18:22,1753899730810,1,30/07/2025 19:22,234742,9,questionnaire-gmam,,48445484,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1351x599,,,,Debrief sheet,5,No,END QUESTIONNAIRE,8204,probe_selfreport,Eligible,Voucher
1,1753900018290,30/07/2025 18:26,1753900018028,1,30/07/2025 19:26,234742,9,questionnaire-gmam,,48445597,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1536x736,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753900036503,30/07/2025 18:27,1753900035659,1,30/07/2025 19:27,234742,9,questionnaire-gmam,,48445597,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1521x736,,,,Debrief sheet,5,No,END QUESTIONNAIRE,17631,selfreport_probe,Eligible,Voucher
1,1753901314771,30/07/2025 18:48,1753901314550,1,30/07/2025 19:48,234742,9,questionnaire-gmam,,48446098,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753901423474,30/07/2025 18:50,1753901422831,1,30/07/2025 19:50,234742,9,questionnaire-gmam,,48446098,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,,Debrief sheet,5,No,END QUESTIONNAIRE,108283,probe_selfreport,Eligible,Voucher
1,1753916114003,30/07/2025 22:55,1753916113499,-7,30/07/2025 15:55,234742,9,questionnaire-gmam,,48450324,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753916145654,30/07/2025 22:55,1753916145192,-7,30/07/2025 15:55,234742,9,questionnaire-gmam,,48450324,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1351x641,,,,Debrief sheet,5,No,END QUESTIONNAIRE,31693,selfreport_probe,Eligible,Voucher
1,1753962595235,31/07/2025 11:49,1753962595036,1,31/07/2025 12:49,234742,9,questionnaire-gmam,,48459176,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753962599505,31/07/2025 11:49,1753962599342,1,31/07/2025 12:49,234742,9,questionnaire-gmam,,48459176,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,,Debrief sheet,5,No,END QUESTIONNAIRE,4306,probe_selfreport,Eligible,Voucher
1,1753973847809,31/07/2025 14:57,1753973844640,2,31/07/2025 16:57,234742,9,questionnaire-gmam,,48462617,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753973875267,31/07/2025 14:57,1753973872107,2,31/07/2025 16:57,234742,9,questionnaire-gmam,,48462617,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,,Debrief sheet,5,No,END QUESTIONNAIRE,27467,selfreport_probe,Eligible,Voucher
1,1753976927788,31/07/2025 15:48,1753915428339,1,30/07/2025 23:43,234742,9,questionnaire-gmam,,48463604,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753976938963,31/07/2025 15:48,1753915439535,1,30/07/2025 23:43,234742,9,questionnaire-gmam,,48463604,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,,Debrief sheet,5,No,END QUESTIONNAIRE,11196,probe_selfreport,Eligible,Voucher
1,1753980988491,31/07/2025 16:56,1753980987332,1,31/07/2025 17:56,234742,9,questionnaire-gmam,,48464770,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753981001148,31/07/2025 16:56,1753981000594,1,31/07/2025 17:56,234742,9,questionnaire-gmam,,48464770,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1724x890,,,,Debrief sheet,5,No,END QUESTIONNAIRE,13262,selfreport_probe,Eligible,Voucher
1,1753987229549,31/07/2025 18:40,1753987257578,1,31/07/2025 19:40,234742,9,questionnaire-gmam,,48466487,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1753987267788,31/07/2025 18:41,1753987295853,1,31/07/2025 19:41,234742,9,questionnaire-gmam,,48466487,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1513x708,,,,Debrief sheet,5,No,END QUESTIONNAIRE,38275,selfreport_probe,Eligible,Voucher
1,1754043845547,01/08/2025 10:24,1754043845491,1,01/08/2025 11:24,234742,9,questionnaire-gmam,,48474707,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1754043855275,01/08/2025 10:24,1754043855259,1,01/08/2025 11:24,234742,9,questionnaire-gmam,,48474707,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,Debrief sheet,5,No,END QUESTIONNAIRE,9768,probe_selfreport,Eligible,Voucher
1,1754044760801,01/08/2025 10:39,1754044760713,1,01/08/2025 11:39,234742,9,questionnaire-gmam,,48474937,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1754044804662,01/08/2025 10:40,1754044804585,1,01/08/2025 11:40,234742,9,questionnaire-gmam,,48474937,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,,Debrief sheet,5,No,END QUESTIONNAIRE,43872,selfreport_probe,Eligible,Voucher
1,1754047690815,01/08/2025 11:28,1754047690696,1,01/08/2025 12:28,234742,9,questionnaire-gmam,,48475744,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1754047802784,01/08/2025 11:30,1754047802755,1,01/08/2025 12:30,234742,9,questionnaire-gmam,,48475744,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,Debrief sheet,5,No,END QUESTIONNAIRE,112059,probe_selfreport,Eligible,Voucher
1,1754050252589,01/08/2025 12:10,1754050252314,1,01/08/2025 13:10,234742,9,questionnaire-gmam,,48476790,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,,Debrief sheet,5,No,BEGIN QUESTIONNAIRE,,selfreport_probe,Eligible,Voucher
2,1754050334388,01/08/2025 12:12,1754050334084,1,01/08/2025 13:12,234742,9,questionnaire-gmam,,48476790,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1455x840,,,,Debrief sheet,5,No,END QUESTIONNAIRE,81770,selfreport_probe,Eligible,Voucher
