Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,branch-s3b7,branch-wcx7,branch-spxp
11,1755089142551,13/08/2025 12:45,1755092742551,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,4,trial_withFeedback,mask,zabu7l,2,response,space,145.85999999999694,138.89999999999782,145.85999999999694,145.85999999999694,138.89999999999782,145.85999999999694,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,8,space,,,110,Eligible,Voucher,Yes
12,1755089143746,13/08/2025 12:45,1755092743746,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,5,trial_withFeedback,digit,9x41os,1,timedOut,,202.02000000000044,201.40000000000146,202.02000000000044,202.02000000000044,201.40000000000146,202.02000000000044,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,130,Eligible,Voucher,Yes
13,1755089143764,13/08/2025 12:45,1755092743764,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,5,trial_withFeedback,mask,zabu7l,2,response,space,17.61999999999898,13.87999999999738,17.61999999999898,17.61999999999898,13.87999999999738,17.61999999999898,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,1,space,,,130,Eligible,Voucher,Yes
14,1755089144962,13/08/2025 12:45,1755092744962,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,6,trial_withFeedback,digit,9x41os,1,timedOut,,201.7400000000016,201.40000000000146,201.7400000000016,201.7400000000016,201.40000000000146,201.7400000000016,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,170,Eligible,Voucher,Yes
15,1755089145060,13/08/2025 12:45,1755092745060,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,6,trial_withFeedback,mask,zabu7l,2,response,space,98.34000000000015,97.22000000000116,98.34000000000015,98.34000000000015,97.22000000000116,98.34000000000015,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,5,space,,,170,Eligible,Voucher,Yes
16,1755089146261,13/08/2025 12:45,1755092746261,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,7,trial_withFeedback,digit,9x41os,1,timedOut,,201.39999999999782,201.39999999999782,201.39999999999782,201.39999999999782,201.39999999999782,201.39999999999782,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,100,Eligible,Voucher,Yes
17,1755089146278,13/08/2025 12:45,1755092746278,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,7,trial_withFeedback,mask,zabu7l,2,response,space,17.720000000001164,13.880000000001019,17.720000000001164,17.720000000001164,13.880000000001019,17.720000000001164,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,5,space,,,100,Eligible,Voucher,Yes
18,1755089147476,13/08/2025 12:45,1755092747476,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,8,trial_withFeedback,digit,9x41os,1,timedOut,,202.8199999999997,201.38000000000102,202.8199999999997,202.8199999999997,201.38000000000102,202.8199999999997,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,150,Eligible,Voucher,Yes
19,1755089147562,13/08/2025 12:45,1755092747562,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,8,trial_withFeedback,mask,zabu7l,2,response,space,87.43999999999869,83.34000000000015,87.43999999999869,87.43999999999869,83.34000000000015,87.43999999999869,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,1,space,,,150,Eligible,Voucher,Yes
20,1755089148761,13/08/2025 12:45,1755092748761,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,9,trial_withFeedback,digit,9x41os,1,timedOut,,202.09999999999854,201.39999999999782,202.09999999999854,202.09999999999854,201.39999999999782,202.09999999999854,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,170,Eligible,Voucher,Yes
21,1755089148793,13/08/2025 12:45,1755092748793,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,9,trial_withFeedback,mask,zabu7l,2,response,space,33.70000000000073,27.780000000002474,33.70000000000073,33.70000000000073,27.780000000002474,33.70000000000073,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,9,space,,,170,Eligible,Voucher,Yes
22,1755089149990,13/08/2025 12:45,1755092749990,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,10,trial_withFeedback,digit,9x41os,1,timedOut,,201.91999999999825,201.39999999999782,201.91999999999825,201.91999999999825,201.39999999999782,201.91999999999825,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,3,noresponse,,,140,Eligible,Voucher,Yes
23,1755089150893,13/08/2025 12:45,1755092750893,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,10,trial_withFeedback,mask,zabu7l,2,response,noresponse,902.7799999999988,902.7799999999988,902.7799999999988,902.7799999999988,902.7799999999988,902.7799999999988,1,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,3,noresponse,,,140,Eligible,Voucher,Yes
24,1755089152088,13/08/2025 12:45,1755092752088,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,11,trial_withFeedback,digit,9x41os,1,timedOut,,201.6800000000003,201.40000000000146,201.6800000000003,201.6800000000003,201.40000000000146,201.6800000000003,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,150,Eligible,Voucher,Yes
25,1755089152236,13/08/2025 12:45,1755092752236,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,11,trial_withFeedback,mask,zabu7l,2,response,space,148.27999999999884,145.84000000000015,148.27999999999884,148.27999999999884,145.84000000000015,148.27999999999884,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,4,space,,,150,Eligible,Voucher,Yes
26,1755089153435,13/08/2025 12:45,1755092753435,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,12,trial_withFeedback,digit,9x41os,1,timedOut,,202.4399999999987,201.37999999999738,202.4399999999987,202.4399999999987,201.37999999999738,202.4399999999987,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,120,Eligible,Voucher,Yes
27,1755089153557,13/08/2025 12:45,1755092753557,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,12,trial_withFeedback,mask,zabu7l,2,response,space,123.06000000000131,118.06000000000131,123.06000000000131,123.06000000000131,118.06000000000131,123.06000000000131,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,4,space,,,120,Eligible,Voucher,Yes
28,1755089154754,13/08/2025 12:45,1755092754754,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,13,trial_withFeedback,digit,9x41os,1,timedOut,,201.97999999999956,201.38000000000102,201.97999999999956,201.97999999999956,201.38000000000102,201.97999999999956,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,150,Eligible,Voucher,Yes
29,1755089154882,13/08/2025 12:45,1755092754882,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,13,trial_withFeedback,mask,zabu7l,2,response,space,128.59999999999854,125,128.59999999999854,128.59999999999854,125,128.59999999999854,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,4,space,,,150,Eligible,Voucher,Yes
30,1755089156080,13/08/2025 12:45,1755092756080,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,14,trial_withFeedback,digit,9x41os,1,timedOut,,201.58000000000175,201.38000000000102,201.58000000000175,201.58000000000175,201.38000000000102,201.58000000000175,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,160,Eligible,Voucher,Yes
31,1755089156163,13/08/2025 12:45,1755092756163,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,14,trial_withFeedback,mask,zabu7l,2,response,space,83.20000000000073,76.40000000000146,83.20000000000073,83.20000000000073,76.40000000000146,83.20000000000073,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,2,space,,,160,Eligible,Voucher,Yes
32,1755089157358,13/08/2025 12:45,1755092757358,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,15,trial_withFeedback,digit,9x41os,1,timedOut,,201.8000000000029,201.40000000000146,201.8000000000029,201.8000000000029,201.40000000000146,201.8000000000029,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,8,space,,,130,Eligible,Voucher,Yes
33,1755089157426,13/08/2025 12:45,1755092757426,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,15,trial_withFeedback,mask,zabu7l,2,response,space,69.40000000000146,62.5,69.40000000000146,69.40000000000146,62.5,69.40000000000146,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,8,space,,,130,Eligible,Voucher,Yes
34,1755089158622,13/08/2025 12:45,1755092758622,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,16,trial_withFeedback,digit,9x41os,1,timedOut,,202.90000000000146,201.40000000000146,202.90000000000146,202.90000000000146,201.40000000000146,202.90000000000146,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,120,Eligible,Voucher,Yes
35,1755089158731,13/08/2025 12:45,1755092758731,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,16,trial_withFeedback,mask,zabu7l,2,response,space,110.5,104.16000000000349,110.5,110.5,104.16000000000349,110.5,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,2,space,,,120,Eligible,Voucher,Yes
36,1755089159928,13/08/2025 12:45,1755092759928,1,13/08/2025 14:45,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,17,trial_withFeedback,digit,9x41os,1,timedOut,,202.3399999999965,201.39999999999418,202.3399999999965,202.3399999999965,201.39999999999418,202.3399999999965,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,130,Eligible,Voucher,Yes
37,1755089160025,13/08/2025 12:46,1755092760025,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,17,trial_withFeedback,mask,zabu7l,2,response,space,97.21999999999389,90.27999999999884,97.21999999999389,97.21999999999389,90.27999999999884,97.21999999999389,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,2,space,,,130,Eligible,Voucher,Yes
38,1755089161219,13/08/2025 12:46,1755092761219,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,18,trial_withFeedback,digit,9x41os,1,timedOut,,202.6600000000035,201.40000000000146,202.6600000000035,202.6600000000035,201.40000000000146,202.6600000000035,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,150,Eligible,Voucher,Yes
39,1755089161305,13/08/2025 12:46,1755092761305,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,18,trial_withFeedback,mask,zabu7l,2,response,space,87.26000000000204,83.31999999999971,87.26000000000204,87.26000000000204,83.31999999999971,87.26000000000204,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,9,space,,,150,Eligible,Voucher,Yes
40,1755089171519,13/08/2025 12:46,1755092771519,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,2,instruction1,screen1,755tgm,1,continue,,9216.919999999998,9215.339999999997,9216.919999999998,9216.919999999998,9215.339999999997,9216.919999999998,1,0,0,,Click To Continue,next,3,object-4,instruction1,"## You've now completed the first practice.
<br/><br/>
## Well done!
<br/><br/>
## While you do the task, you might start thinking about personal events or concerns rather than the task. At other times, you might get bored or tired and you don't really know what you're thinking about; all you know is that you are no longer thinking about the task.",,,,,,Eligible,Voucher,Yes
41,1755089187952,13/08/2025 12:46,1755092787952,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,1,instruction2,screen1,fokajt,1,continue,,16434.58,16430.700000000004,16434.58,16434.58,16430.700000000004,16434.58,1,0,0,,Click To Continue,next,3,object-171,instruction2,,,,,,,Eligible,Voucher,Yes
42,1755089192950,13/08/2025 12:46,1755092792950,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,2,ready,screen1,vndsmx,1,timedOut,,5000.879999999997,5000.040000000001,5000.879999999997,5000.879999999997,5000.040000000001,5000.879999999997,1,0,0,,Time Limit,screen,0,screen,ready,,,,,,,Eligible,Voucher,Yes
43,1755089193151,13/08/2025 12:46,1755092793151,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,19,trial_withFeedback,digit,9x41os,1,timedOut,,201.8399999999965,201.3799999999901,201.8399999999965,201.8399999999965,201.3799999999901,201.8399999999965,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,150,Eligible,Voucher,Yes
44,1755089193586,13/08/2025 12:46,1755092793586,1,13/08/2025 14:46,233799,28,task-ucpj,,48676821,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,19,trial_withFeedback,mask,zabu7l,2,response,space,435.4600000000064,430.5600000000122,435.4600000000064,435.4600000000064,430.5600000000122,435.4600000000064,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,9,space,,,150,Eligible,Voucher,Yes
