Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,branch-s3b7,branch-wcx7,branch-spxp
11,1754560389534,07/08/2025 09:53,1754563989534,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,4,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.0999999999913,899.0999999999913,899.0999999999913,899.0999999999913,899.0999999999913,899.0999999999913,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,8,space,,,120,Eligible,Voucher,Yes
12,1754560390716,07/08/2025 09:53,1754563990716,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,5,trial_withFeedback,digit,9x41os,1,timedOut,,200.40000000447617,199.90000000000873,200.40000000447617,200.40000000447617,199.90000000000873,200.40000000447617,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,150,Eligible,Voucher,Yes
13,1754560391616,07/08/2025 09:53,1754563991616,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,5,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,150,Eligible,Voucher,Yes
14,1754560392798,07/08/2025 09:53,1754563992798,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,6,trial_withFeedback,digit,9x41os,1,timedOut,,200.30000000447035,199.89999999999418,200.30000000447035,200.30000000447035,199.89999999999418,200.30000000447035,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,170,Eligible,Voucher,Yes
15,1754560393697,07/08/2025 09:53,1754563993697,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,6,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,170,Eligible,Voucher,Yes
16,1754560394879,07/08/2025 09:53,1754563994879,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,7,trial_withFeedback,digit,9x41os,1,timedOut,,200.39999999999418,199.89999999999418,200.39999999999418,200.39999999999418,199.89999999999418,200.39999999999418,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,110,Eligible,Voucher,Yes
17,1754560395779,07/08/2025 09:53,1754563995779,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,7,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,110,Eligible,Voucher,Yes
18,1754560396961,07/08/2025 09:53,1754563996961,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,8,trial_withFeedback,digit,9x41os,1,timedOut,,200.3000000000029,199.90000000000873,200.3000000000029,200.3000000000029,199.90000000000873,200.3000000000029,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,160,Eligible,Voucher,Yes
19,1754560397860,07/08/2025 09:53,1754563997860,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,8,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,160,Eligible,Voucher,Yes
20,1754560399043,07/08/2025 09:53,1754563999043,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,9,trial_withFeedback,digit,9x41os,1,timedOut,,200.30000000298605,199.8000000000029,200.30000000298605,200.30000000298605,199.8000000000029,200.30000000298605,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,110,Eligible,Voucher,Yes
21,1754560399942,07/08/2025 09:53,1754563999942,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,9,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,110,Eligible,Voucher,Yes
22,1754560401124,07/08/2025 09:53,1754564001124,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,10,trial_withFeedback,digit,9x41os,1,timedOut,,200.30000000447035,199.89999999999418,200.30000000447035,200.30000000447035,199.89999999999418,200.30000000447035,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,3,noresponse,,,160,Eligible,Voucher,Yes
23,1754560402024,07/08/2025 09:53,1754564002024,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,10,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,3,noresponse,,,160,Eligible,Voucher,Yes
24,1754560403206,07/08/2025 09:53,1754564003206,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,11,trial_withFeedback,digit,9x41os,1,timedOut,,200.39999999999418,199.89999999999418,200.39999999999418,200.39999999999418,199.89999999999418,200.39999999999418,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,110,Eligible,Voucher,Yes
25,1754560404105,07/08/2025 09:53,1754564004105,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,11,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,110,Eligible,Voucher,Yes
26,1754560405288,07/08/2025 09:53,1754564005288,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,12,trial_withFeedback,digit,9x41os,1,timedOut,,200.40000000149303,200,200.40000000149303,200.40000000149303,200,200.40000000149303,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,90,Eligible,Voucher,Yes
27,1754560406187,07/08/2025 09:53,1754564006187,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,12,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,90,Eligible,Voucher,Yes
28,1754560407369,07/08/2025 09:53,1754564007369,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,13,trial_withFeedback,digit,9x41os,1,timedOut,,200.3000000014872,199.89999999999418,200.3000000014872,200.3000000014872,199.89999999999418,200.3000000014872,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,160,Eligible,Voucher,Yes
29,1754560408268,07/08/2025 09:53,1754564008268,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,13,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,160,Eligible,Voucher,Yes
30,1754560409451,07/08/2025 09:53,1754564009451,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,14,trial_withFeedback,digit,9x41os,1,timedOut,,200.20000000446453,199.6999999999971,200.20000000446453,200.20000000446453,199.6999999999971,200.20000000446453,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,140,Eligible,Voucher,Yes
31,1754560410350,07/08/2025 09:53,1754564010350,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,14,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,899.3000000000029,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,140,Eligible,Voucher,Yes
32,1754560411532,07/08/2025 09:53,1754564011532,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,15,trial_withFeedback,digit,9x41os,1,timedOut,,200.30000000595464,199.89999999999418,200.30000000595464,200.30000000595464,199.89999999999418,200.30000000595464,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,8,space,,,110,Eligible,Voucher,Yes
33,1754560412432,07/08/2025 09:53,1754564012432,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,15,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,8,space,,,110,Eligible,Voucher,Yes
34,1754560413614,07/08/2025 09:53,1754564013614,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,16,trial_withFeedback,digit,9x41os,1,timedOut,,200.1999999999971,199.8000000000029,200.1999999999971,200.1999999999971,199.8000000000029,200.1999999999971,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,170,Eligible,Voucher,Yes
35,1754560414513,07/08/2025 09:53,1754564014513,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,16,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,170,Eligible,Voucher,Yes
36,1754560415696,07/08/2025 09:53,1754564015696,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,17,trial_withFeedback,digit,9x41os,1,timedOut,,200.10000000149012,199.6999999999971,200.10000000149012,200.10000000149012,199.6999999999971,200.10000000149012,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,110,Eligible,Voucher,Yes
37,1754560416595,07/08/2025 09:53,1754564016595,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,17,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,110,Eligible,Voucher,Yes
38,1754560417778,07/08/2025 09:53,1754564017778,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,18,trial_withFeedback,digit,9x41os,1,timedOut,,200.60000000149012,200,200.60000000149012,200.60000000149012,200,200.60000000149012,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,160,Eligible,Voucher,Yes
39,1754560418676,07/08/2025 09:53,1754564018676,1,07/08/2025 11:53,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,18,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,160,Eligible,Voucher,Yes
40,1754560445849,07/08/2025 09:54,1754564045849,1,07/08/2025 11:54,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,2,instruction1,screen1,755tgm,1,continue,,26190.500000001484,26178.5,26190.500000001484,26190.500000001484,26178.5,26190.500000001484,1,0,0,,Click To Continue,next,3,object-4,instruction1,"## You've now completed the first practice.
<br/><br/>
## Well done!
<br/><br/>
## While you do the task, you might start thinking about personal events or concerns rather than the task. At other times, you might get bored or tired and you don't really know what you're thinking about; all you know is that you are no longer thinking about the task.",,,,,,Eligible,Voucher,Yes
41,1754560450076,07/08/2025 09:54,1754564050076,1,07/08/2025 11:54,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,1,instruction2,screen1,fokajt,1,continue,,4239.399999999994,4229.899999999994,4239.399999999994,4239.399999999994,4229.899999999994,4239.399999999994,1,0,0,,Click To Continue,next,3,object-171,instruction2,,,,,,,Eligible,Voucher,Yes
42,1754560455063,07/08/2025 09:54,1754564055063,1,07/08/2025 11:54,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,2,ready,screen1,vndsmx,1,timedOut,,4996.4000000059605,4995.899999999994,4996.4000000059605,4996.4000000059605,4995.899999999994,4996.4000000059605,1,0,0,,Time Limit,screen,0,screen,ready,,,,,,,Eligible,Voucher,Yes
43,1754560455263,07/08/2025 09:54,1754564055263,1,07/08/2025 11:54,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,19,trial_withFeedback,digit,9x41os,1,timedOut,,200.20000000149594,199.80000000001746,200.20000000149594,200.20000000149594,199.80000000001746,200.20000000149594,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,100,Eligible,Voucher,Yes
44,1754560456162,07/08/2025 09:54,1754564056162,1,07/08/2025 11:54,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,19,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.1999999999825,899.1999999999825,899.1999999999825,899.1999999999825,899.1999999999825,899.1999999999825,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,100,Eligible,Voucher,Yes
