Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Randomise questionnaire elements?,Question Key,Response
5,1738316281710,31/01/2025 09:38:01,1738316281823,0,31/01/2025 09:38:01,209080,4,questionnaire-b47r,,42926527,BLIND,12511603,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1366x768,1358x642,,,,Demographics Questionnaire,3,set2,No,Gender-text,
6,1738316281710,31/01/2025 09:38:01,1738316281823,0,31/01/2025 09:38:01,209080,4,questionnaire-b47r,,42926527,BLIND,12511603,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1366x768,1358x642,,,,Demographics Questionnaire,3,set2,No,END QUESTIONNAIRE,6325
1,1738433638762,01/02/2025 18:13:58,1738433648018,0,01/02/2025 18:14:08,209080,4,questionnaire-b47r,,42965421,BLIND,12524314,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,1280x800,1280x632,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1738433647542,01/02/2025 18:14:07,1738433656856,0,01/02/2025 18:14:16,209080,4,questionnaire-b47r,,42965421,BLIND,12524314,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,1280x800,1280x632,,,,Demographics Questionnaire,3,set1,No,Age,58
3,1738433647601,01/02/2025 18:14:07,1738433656858,0,01/02/2025 18:14:16,209080,4,questionnaire-b47r,,42965421,BLIND,12524314,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,1280x800,1280x632,,,,Demographics Questionnaire,3,set1,No,Gender,Woman
4,1738433647601,01/02/2025 18:14:07,1738433656859,0,01/02/2025 18:14:16,209080,4,questionnaire-b47r,,42965421,BLIND,12524314,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,1280x800,1280x632,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,2
5,1738433647601,01/02/2025 18:14:07,1738433656859,0,01/02/2025 18:14:16,209080,4,questionnaire-b47r,,42965421,BLIND,12524314,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,1280x800,1280x632,,,,Demographics Questionnaire,3,set1,No,Gender-text,
6,1738433647601,01/02/2025 18:14:07,1738433656859,0,01/02/2025 18:14:16,209080,4,questionnaire-b47r,,42965421,BLIND,12524314,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,1280x800,1280x632,,,,Demographics Questionnaire,3,set1,No,END QUESTIONNAIRE,8841
1,1738523780972,02/02/2025 19:16:20,1738523798887,0,02/02/2025 19:16:38,209080,4,questionnaire-b47r,,42985981,BLIND,12528775,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,800x1280,800x1112,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1738523792941,02/02/2025 19:16:32,1738523810889,0,02/02/2025 19:16:50,209080,4,questionnaire-b47r,,42985981,BLIND,12528775,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,800x1280,800x1112,,,,Demographics Questionnaire,3,set1,No,Age,62
3,1738523793010,02/02/2025 19:16:33,1738523810891,0,02/02/2025 19:16:50,209080,4,questionnaire-b47r,,42985981,BLIND,12528775,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,800x1280,800x1112,,,,Demographics Questionnaire,3,set1,No,Gender,Man
4,1738523793010,02/02/2025 19:16:33,1738523810892,0,02/02/2025 19:16:50,209080,4,questionnaire-b47r,,42985981,BLIND,12528775,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,800x1280,800x1112,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,1
5,1738523793010,02/02/2025 19:16:33,1738523810892,0,02/02/2025 19:16:50,209080,4,questionnaire-b47r,,42985981,BLIND,12528775,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,800x1280,800x1112,,,,Demographics Questionnaire,3,set1,No,Gender-text,
6,1738523793010,02/02/2025 19:16:33,1738523810892,0,02/02/2025 19:16:50,209080,4,questionnaire-b47r,,42985981,BLIND,12528775,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 132.0.2957.129,800x1280,800x1112,,,,Demographics Questionnaire,3,set1,No,END QUESTIONNAIRE,12005
1,1738584744714,03/02/2025 12:12:24,1738584744665,0,03/02/2025 12:12:24,209080,4,questionnaire-b47r,,42999630,BLIND,12532379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1470x956,1387x729,,,,Demographics Questionnaire,3,set2,No,BEGIN QUESTIONNAIRE,
2,1738584750370,03/02/2025 12:12:30,1738584750346,0,03/02/2025 12:12:30,209080,4,questionnaire-b47r,,42999630,BLIND,12532379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1470x956,1387x729,,,,Demographics Questionnaire,3,set2,No,Age,21
3,1738584750436,03/02/2025 12:12:30,1738584750347,0,03/02/2025 12:12:30,209080,4,questionnaire-b47r,,42999630,BLIND,12532379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1470x956,1387x729,,,,Demographics Questionnaire,3,set2,No,Gender,Man
4,1738584750436,03/02/2025 12:12:30,1738584750347,0,03/02/2025 12:12:30,209080,4,questionnaire-b47r,,42999630,BLIND,12532379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1470x956,1387x729,,,,Demographics Questionnaire,3,set2,No,Gender-quantised,1
5,1738584750436,03/02/2025 12:12:30,1738584750347,0,03/02/2025 12:12:30,209080,4,questionnaire-b47r,,42999630,BLIND,12532379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1470x956,1387x729,,,,Demographics Questionnaire,3,set2,No,Gender-text,
6,1738584750436,03/02/2025 12:12:30,1738584750347,0,03/02/2025 12:12:30,209080,4,questionnaire-b47r,,42999630,BLIND,12532379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1470x956,1387x729,,,,Demographics Questionnaire,3,set2,No,END QUESTIONNAIRE,5682
1,1738586501238,03/02/2025 12:41:41,1738586501128,0,03/02/2025 12:41:41,209080,4,questionnaire-b47r,,43000775,BLIND,12532695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x840,,,,Demographics Questionnaire,3,set2,No,BEGIN QUESTIONNAIRE,
2,1738586506338,03/02/2025 12:41:46,1738586506291,0,03/02/2025 12:41:46,209080,4,questionnaire-b47r,,43000775,BLIND,12532695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x840,,,,Demographics Questionnaire,3,set2,No,Age,20
3,1738586506396,03/02/2025 12:41:46,1738586506294,0,03/02/2025 12:41:46,209080,4,questionnaire-b47r,,43000775,BLIND,12532695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x840,,,,Demographics Questionnaire,3,set2,No,Gender,Woman
4,1738586506396,03/02/2025 12:41:46,1738586506294,0,03/02/2025 12:41:46,209080,4,questionnaire-b47r,,43000775,BLIND,12532695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x840,,,,Demographics Questionnaire,3,set2,No,Gender-quantised,2
5,1738586506396,03/02/2025 12:41:46,1738586506294,0,03/02/2025 12:41:46,209080,4,questionnaire-b47r,,43000775,BLIND,12532695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x840,,,,Demographics Questionnaire,3,set2,No,Gender-text,
6,1738586506396,03/02/2025 12:41:46,1738586506294,0,03/02/2025 12:41:46,209080,4,questionnaire-b47r,,43000775,BLIND,12532695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x840,,,,Demographics Questionnaire,3,set2,No,END QUESTIONNAIRE,5166
1,1738587543945,03/02/2025 12:59:03,1738587543811,0,03/02/2025 12:59:03,209080,4,questionnaire-b47r,,43001714,BLIND,12532862,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1389x698,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1738587552211,03/02/2025 12:59:12,1738587552125,0,03/02/2025 12:59:12,209080,4,questionnaire-b47r,,43001714,BLIND,12532862,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1389x698,,,,Demographics Questionnaire,3,set1,No,Age,20
3,1738587552278,03/02/2025 12:59:12,1738587552128,0,03/02/2025 12:59:12,209080,4,questionnaire-b47r,,43001714,BLIND,12532862,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1389x698,,,,Demographics Questionnaire,3,set1,No,Gender,Woman
4,1738587552278,03/02/2025 12:59:12,1738587552129,0,03/02/2025 12:59:12,209080,4,questionnaire-b47r,,43001714,BLIND,12532862,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1389x698,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,2
5,1738587552278,03/02/2025 12:59:12,1738587552129,0,03/02/2025 12:59:12,209080,4,questionnaire-b47r,,43001714,BLIND,12532862,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1389x698,,,,Demographics Questionnaire,3,set1,No,Gender-text,
6,1738587552278,03/02/2025 12:59:12,1738587552129,0,03/02/2025 12:59:12,209080,4,questionnaire-b47r,,43001714,BLIND,12532862,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1389x698,,,,Demographics Questionnaire,3,set1,No,END QUESTIONNAIRE,8318
1,1738588346867,03/02/2025 13:12:26,1738588346788,0,03/02/2025 13:12:26,209080,4,questionnaire-b47r,,43002275,BLIND,12532980,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x717,,,,Demographics Questionnaire,3,set2,No,BEGIN QUESTIONNAIRE,
2,1738588356145,03/02/2025 13:12:36,1738588356107,0,03/02/2025 13:12:36,209080,4,questionnaire-b47r,,43002275,BLIND,12532980,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x717,,,,Demographics Questionnaire,3,set2,No,Age,20
3,1738588356194,03/02/2025 13:12:36,1738588356108,0,03/02/2025 13:12:36,209080,4,questionnaire-b47r,,43002275,BLIND,12532980,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x717,,,,Demographics Questionnaire,3,set2,No,Gender,Woman
4,1738588356194,03/02/2025 13:12:36,1738588356108,0,03/02/2025 13:12:36,209080,4,questionnaire-b47r,,43002275,BLIND,12532980,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x717,,,,Demographics Questionnaire,3,set2,No,Gender-quantised,2
5,1738588356194,03/02/2025 13:12:36,1738588356108,0,03/02/2025 13:12:36,209080,4,questionnaire-b47r,,43002275,BLIND,12532980,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x717,,,,Demographics Questionnaire,3,set2,No,Gender-text,
6,1738588356194,03/02/2025 13:12:36,1738588356108,0,03/02/2025 13:12:36,209080,4,questionnaire-b47r,,43002275,BLIND,12532980,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x717,,,,Demographics Questionnaire,3,set2,No,END QUESTIONNAIRE,9320
1,1738601840413,03/02/2025 16:57:20,1738601841023,0,03/02/2025 16:57:21,209080,4,questionnaire-b47r,,43013270,BLIND,12536842,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,,Demographics Questionnaire,3,set2,No,BEGIN QUESTIONNAIRE,
2,1738601845785,03/02/2025 16:57:25,1738601846398,0,03/02/2025 16:57:26,209080,4,questionnaire-b47r,,43013270,BLIND,12536842,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,,Demographics Questionnaire,3,set2,No,Age,20
3,1738601845876,03/02/2025 16:57:25,1738601846400,0,03/02/2025 16:57:26,209080,4,questionnaire-b47r,,43013270,BLIND,12536842,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,,Demographics Questionnaire,3,set2,No,Gender,Woman
4,1738601845876,03/02/2025 16:57:25,1738601846401,0,03/02/2025 16:57:26,209080,4,questionnaire-b47r,,43013270,BLIND,12536842,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,,Demographics Questionnaire,3,set2,No,Gender-quantised,2
5,1738601845876,03/02/2025 16:57:25,1738601846401,0,03/02/2025 16:57:26,209080,4,questionnaire-b47r,,43013270,BLIND,12536842,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,,Demographics Questionnaire,3,set2,No,Gender-text,
6,1738601845876,03/02/2025 16:57:25,1738601846401,0,03/02/2025 16:57:26,209080,4,questionnaire-b47r,,43013270,BLIND,12536842,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,,Demographics Questionnaire,3,set2,No,END QUESTIONNAIRE,5378
1,1738607172476,03/02/2025 18:26:12,1738607172395,0,03/02/2025 18:26:12,209080,4,questionnaire-b47r,,43017191,BLIND,12537739,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1280x800,1190x691,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1738607179166,03/02/2025 18:26:19,1738607179099,0,03/02/2025 18:26:19,209080,4,questionnaire-b47r,,43017191,BLIND,12537739,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1280x800,1190x691,,,,Demographics Questionnaire,3,set1,No,Age,58
3,1738607179285,03/02/2025 18:26:19,1738607179100,0,03/02/2025 18:26:19,209080,4,questionnaire-b47r,,43017191,BLIND,12537739,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1280x800,1190x691,,,,Demographics Questionnaire,3,set1,No,Gender,Woman
4,1738607179285,03/02/2025 18:26:19,1738607179100,0,03/02/2025 18:26:19,209080,4,questionnaire-b47r,,43017191,BLIND,12537739,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1280x800,1190x691,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,2
5,1738607179285,03/02/2025 18:26:19,1738607179100,0,03/02/2025 18:26:19,209080,4,questionnaire-b47r,,43017191,BLIND,12537739,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1280x800,1190x691,,,,Demographics Questionnaire,3,set1,No,Gender-text,
6,1738607179285,03/02/2025 18:26:19,1738607179100,0,03/02/2025 18:26:19,209080,4,questionnaire-b47r,,43017191,BLIND,12537739,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1280x800,1190x691,,,,Demographics Questionnaire,3,set1,No,END QUESTIONNAIRE,6705
1,1738610442583,03/02/2025 19:20:42,1738610442912,0,03/02/2025 19:20:42,209080,4,questionnaire-b47r,,43018770,BLIND,12538151,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1272x594,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1738610450894,03/02/2025 19:20:50,1738610451271,0,03/02/2025 19:20:51,209080,4,questionnaire-b47r,,43018770,BLIND,12538151,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1272x594,,,,Demographics Questionnaire,3,set1,No,Age,28
3,1738610450959,03/02/2025 19:20:50,1738610451274,0,03/02/2025 19:20:51,209080,4,questionnaire-b47r,,43018770,BLIND,12538151,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1272x594,,,,Demographics Questionnaire,3,set1,No,Gender,Woman
4,1738610450959,03/02/2025 19:20:50,1738610451274,0,03/02/2025 19:20:51,209080,4,questionnaire-b47r,,43018770,BLIND,12538151,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1272x594,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,2
5,1738610450959,03/02/2025 19:20:50,1738610451274,0,03/02/2025 19:20:51,209080,4,questionnaire-b47r,,43018770,BLIND,12538151,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1272x594,,,,Demographics Questionnaire,3,set1,No,Gender-text,
6,1738610450959,03/02/2025 19:20:50,1738610451274,0,03/02/2025 19:20:51,209080,4,questionnaire-b47r,,43018770,BLIND,12538151,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1272x594,,,,Demographics Questionnaire,3,set1,No,END QUESTIONNAIRE,8362
1,1738848813218,06/02/2025 13:33:33,1738848825684,0,06/02/2025 13:33:45,209080,4,questionnaire-b47r,,43129594,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1738848819357,06/02/2025 13:33:39,1738848831790,0,06/02/2025 13:33:51,209080,4,questionnaire-b47r,,43129594,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,,Demographics Questionnaire,3,set1,No,Age,61
3,1738848819430,06/02/2025 13:33:39,1738848831791,0,06/02/2025 13:33:51,209080,4,questionnaire-b47r,,43129594,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,,Demographics Questionnaire,3,set1,No,Gender,Woman
4,1738848819430,06/02/2025 13:33:39,1738848831791,0,06/02/2025 13:33:51,209080,4,questionnaire-b47r,,43129594,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,2
5,1738848819430,06/02/2025 13:33:39,1738848831791,0,06/02/2025 13:33:51,209080,4,questionnaire-b47r,,43129594,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,,Demographics Questionnaire,3,set1,No,Gender-text,
6,1738848819430,06/02/2025 13:33:39,1738848831791,0,06/02/2025 13:33:51,209080,4,questionnaire-b47r,,43129594,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,,Demographics Questionnaire,3,set1,No,END QUESTIONNAIRE,6107
1,1739118620557,09/02/2025 16:30:20,1739118620484,0,09/02/2025 16:30:20,209080,4,questionnaire-b47r,,43219625,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1739118632186,09/02/2025 16:30:32,1739118632149,0,09/02/2025 16:30:32,209080,4,questionnaire-b47r,,43219625,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,,Demographics Questionnaire,3,set1,No,Age,70
3,1739118632253,09/02/2025 16:30:32,1739118632157,0,09/02/2025 16:30:32,209080,4,questionnaire-b47r,,43219625,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,,Demographics Questionnaire,3,set1,No,Gender,Man
4,1739118632253,09/02/2025 16:30:32,1739118632158,0,09/02/2025 16:30:32,209080,4,questionnaire-b47r,,43219625,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,1
5,1739118632253,09/02/2025 16:30:32,1739118632158,0,09/02/2025 16:30:32,209080,4,questionnaire-b47r,,43219625,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,,Demographics Questionnaire,3,set1,No,Gender-text,
6,1739118632253,09/02/2025 16:30:32,1739118632159,0,09/02/2025 16:30:32,209080,4,questionnaire-b47r,,43219625,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,,Demographics Questionnaire,3,set1,No,END QUESTIONNAIRE,11675
1,1739136436053,09/02/2025 21:27:16,1739136435918,0,09/02/2025 21:27:15,209080,4,questionnaire-b47r,,43225291,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Demographics Questionnaire,3,set2,No,BEGIN QUESTIONNAIRE,
2,1739136446839,09/02/2025 21:27:26,1739136446740,0,09/02/2025 21:27:26,209080,4,questionnaire-b47r,,43225291,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Demographics Questionnaire,3,set2,No,Age,59
3,1739136446887,09/02/2025 21:27:26,1739136446744,0,09/02/2025 21:27:26,209080,4,questionnaire-b47r,,43225291,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Demographics Questionnaire,3,set2,No,Gender,Woman
4,1739136446887,09/02/2025 21:27:26,1739136446744,0,09/02/2025 21:27:26,209080,4,questionnaire-b47r,,43225291,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Demographics Questionnaire,3,set2,No,Gender-quantised,2
5,1739136446887,09/02/2025 21:27:26,1739136446744,0,09/02/2025 21:27:26,209080,4,questionnaire-b47r,,43225291,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Demographics Questionnaire,3,set2,No,Gender-text,
6,1739136446887,09/02/2025 21:27:26,1739136446744,0,09/02/2025 21:27:26,209080,4,questionnaire-b47r,,43225291,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Demographics Questionnaire,3,set2,No,END QUESTIONNAIRE,10826
1,1739180020779,10/02/2025 09:33:40,1739180020732,0,10/02/2025 09:33:40,209080,4,questionnaire-b47r,,43232327,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x953,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1739180026340,10/02/2025 09:33:46,1739180026316,0,10/02/2025 09:33:46,209080,4,questionnaire-b47r,,43232327,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x953,,,,Demographics Questionnaire,3,set1,No,Age,49
3,1739180026422,10/02/2025 09:33:46,1739180026317,0,10/02/2025 09:33:46,209080,4,questionnaire-b47r,,43232327,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x953,,,,Demographics Questionnaire,3,set1,No,Gender,Man
4,1739180026422,10/02/2025 09:33:46,1739180026317,0,10/02/2025 09:33:46,209080,4,questionnaire-b47r,,43232327,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x953,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,1
